#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,3313.9,36927.9,41.1,64.4,69.5,152.6,203.3,104443.9,779992.2,780000
read,6104,45037.1,41.1,64.7,69.8,156.1,244.9,224770.9,789932.9,790000
read,389,23211,45.3,64,69,145.5,174.5,5868.3,799926,800000
read,4782.9,41574.4,41.1,64.3,69.4,160.1,223.6,186000.9,809762,810000
read,680.3,15474,41.1,64.5,69.7,152.1,185.8,10212.8,819720.5,820000
read,5153.6,37034.1,41.1,65.2,70.3,166.7,245.1,188213.2,829637.8,830000
read,5452.9,40786.8,41.1,65.2,70.8,173,275.8,188085,839797.8,840000
read,4695.2,39489.9,41.1,65.3,70.6,174.8,254.6,175750.2,849983.2,850000
read,4958.4,40245,41.1,66.6,72,178.8,276.6,175385.6,860111,860000
read,5181.4,39091.3,41.1,66.3,71.7,188.2,301.1,195197.3,869879.7,870000
read,5408.9,42290.4,45.3,66.2,71.5,186.9,318.6,193346.3,880030.3,880000
read,5891.1,43157.3,45.3,66.6,72.2,201.3,405.1,194570.8,889721.8,890000
read,5277.3,39432.3,41.1,67.2,73.1,203.3,382.7,183882.2,899902.3,900000
read,394.2,18590.3,45.3,66.9,72.8,185.6,233.5,8304.8,910101.6,910000
read,4138.3,33481.9,41.1,66.8,73.1,205.6,304.1,154356.4,920023.3,920000
read,4347.2,33815.6,41.1,67,73.3,224.7,377.4,161524.2,929906.1,930000
read,5558.4,42287.2,37.4,68.1,74.5,240.1,494.5,183160.8,939823.7,940000
read,4483.2,36159.9,45.3,68.7,74.9,244.1,433.2,157555.8,949973.4,950000
read,3780.2,38533.2,45.3,68.1,74.4,239.7,391.2,148920.3,960075.4,960000
read,3598.5,49019.1,41.1,68.3,74.7,262.8,426.6,124239.9,969923.9,970000
read,4795.4,45716.3,45.3,69.4,75.8,274.7,525.3,164277.2,979950.6,980000
read,5062.2,40883.2,45.3,69.9,76.1,319.4,945.5,165020.9,989791.5,990000
read,4586.2,38345.3,41.1,69.5,76,318.7,637.8,158235.5,1000148.6,1000000
read,4863.6,38963.5,45.3,71.1,77.2,331.6,857.8,164141.9,1009919,1010000
read,3851.4,33138.5,41.1,69.6,76.4,365.8,746,127713.6,1020096,1020000
read,1301.3,24163.2,41.1,70.6,77,361.7,542.3,36291.7,1029995.9,1030000
read,1696.6,19758.8,45.3,70.9,77.5,361.1,552.3,43833.5,1039885.1,1040000
read,5444.4,38419.8,45.3,72.5,79.2,444.3,2157.6,171312.3,1050127.4,1050000
read,4172.4,32750.3,45.3,72.3,78.9,480.8,1244.8,144237.6,1060137.8,1060000
read,3688.7,32281.4,45.3,73.4,80.1,528.3,1219.7,126502.4,1070030.2,1070000
read,4639.6,34082.1,45.3,73.6,80.7,678.1,3386.3,156578,1080012.3,1080000
read,5420.2,39685.7,41.1,73.2,80.3,905.7,6954.7,155440.3,1090091.1,1090000
read,17303.7,90264.5,45.3,73.8,81.5,28463.5,74291.7,383577.3,1100070.7,1100000
read,4828.1,46999.4,45.3,74.2,81.7,1384.5,7044.8,144727.8,1109986.9,1110000
read,17702.8,89459.8,45.3,74.9,82.9,37679.3,79927.5,386387.1,1120002.7,1120000
read,4993.3,43284.4,45.3,74.3,82.2,2272.2,7410,144394.8,1129901.1,1130000
read,5014.1,37687.5,41.1,75,83,3401,7749.9,137195,1139835.2,1140000
read,18807.7,89489.4,45.3,76.8,85.4,40984,81816.3,389949.3,1149933.1,1150000
read,18786.4,93004.8,45.3,75.9,85.2,42834.4,80123.1,382245.1,1159899.1,1160000
read,6931.5,51391.5,45.3,77,85.7,6990.9,21270.4,144978.2,1169952.2,1170000
read,7141.9,44857.1,45.3,77.8,86.4,8057.6,23762.9,136876.9,1180134.8,1180000
read,7801.3,37152.5,45.3,77.1,86.3,9905.4,30823.2,138131.3,1189714.2,1190000
read,7127.4,30620.3,41.1,77.7,87.4,9847.6,26280.1,119990.7,1199802.4,1200000
read,7662.2,30893.8,41.1,79.6,87.5,11675,28560.5,120660.8,1209739.1,1210000
read,8736.7,34433.2,45.3,77.8,88,12109,36026.6,137827,1219825.3,1220000
read,9191.5,31530.2,49.8,78.2,88.6,13267.5,37291.6,111072.5,1229820.8,1230000
read,7248.7,24937.8,45.3,77.9,88.4,14030.2,27570.5,64242.7,1240111.8,1240000
read,8063.9,24428.9,49.8,79.5,89.6,15266.6,31068.7,59375.8,1249677.7,1250000
read,10339.4,31214.8,45.3,78.5,89.8,17616.1,39640.9,115437.2,1260059.9,1260000
read,12769.1,33177.5,45.3,80.2,90.2,20962.6,44320.6,149594.7,1269745.6,1270000
read,10708.7,28085.5,45.3,80.6,90.5,19124.8,40654.9,109177.3,1279879.1,1280000
read,10996.4,23874.5,45.3,80.1,91.5,20190.6,40503.4,88315,1289635.6,1290000
read,11298.1,20320.2,41.1,80,91,22412.2,41047,72373.5,1299802.7,1300000
read,11041,18616,45.3,81.1,91.8,22770.5,40307.6,63798,1309791.8,1310000
read,10881.5,20483,45.3,81.8,92.3,21575.8,39821.3,63245.6,1319571,1320000
read,11386.4,20427.9,45.3,81.7,92.9,23981.6,40930.3,74660.1,1329905.7,1330000
read,14489.7,30685.6,41.1,81.4,93.9,29055.4,46345.8,133326,1339740.9,1340000
read,14126.7,27994.4,45.3,81.3,94.2,29213.3,45023.1,103656.5,1349673.7,1350000
read,15277.9,33943.4,49.8,82.8,95.3,30189,47078.1,133022,1359765.5,1360000
read,17094.8,36786.9,45.3,82.9,95.1,34658.1,51459.5,133605.6,1369748,1370000
read,17090.5,35503.7,45.3,82,95.4,35242.5,50867.5,131492,1379906.6,1380000
read,17835.6,33967.4,41.1,83,95.8,36425.4,51048.9,130871.2,1389924.1,1390000
read,17120.9,34797.8,49.8,83.7,96.7,36610.6,50474.6,119000.3,1399708.4,1400000
read,17603.9,33675,45.3,84.7,98,37106.5,50666.6,125114.7,1409911,1410000
read,18480.2,32093.9,45.3,84.3,97.5,39543.2,53020.3,122817.1,1419904.2,1420000
read,17933,33409.6,45.3,84.1,98.9,38419.3,51344,118162.4,1429719.6,1430000
read,19936.7,36099,45.3,85.4,99.9,42359.3,55448.7,123050.7,1439908.2,1440000
read,18313.2,28297.5,45.3,84.4,99.5,39691.9,51714.8,103515.5,1449452.7,1450000
read,17628.3,24023.9,45.3,86.3,100.6,41402.5,50568.1,81495.4,1459924.4,1460000
read,18900.8,23896.1,45.3,86.5,102.3,42760.9,51858.9,89065.3,1469727.9,1470000
read,20490.6,27722.7,49.8,87.3,103,43782.1,55629.7,109728.5,1479658,1480000
read,21195.6,27246.4,41.1,86.6,102.2,45107.3,55979.3,103960,1489728,1490000
read,21862.4,29751,49.8,88.8,105.2,48035.1,59375.8,116308.3,1499676.7,1500000
read,20001.4,28217,49.8,88.6,105.6,46843.8,55917.8,82706.5,1509946.1,1510000
read,20555.7,29804.7,41.1,88.5,105.5,47031.6,56265,85061.7,1519689,1520000
read,23162.2,32814.8,45.3,89,106.9,51664.9,62729.6,115673.9,1529756.6,1530000
read,23455,30952.5,45.3,88.6,106,51987.6,62737.8,110338.8,1539660.1,1540000
read,24352.2,34385.4,45.3,89.6,107.5,53727.4,63900.8,106822.7,1549716.2,1550000
read,25258.5,31915.7,45.3,90.4,108.5,55132,64682.4,108066.1,1559825.7,1560000
read,25852.8,33591.2,41.1,90.9,108.3,58143.9,68170.6,100422.8,1569839.1,1570000
read,26275.4,36309.3,41.1,92.8,112.2,57552,67699.5,113262.1,1579562.8,1580000
read,27235.4,36630.1,45.3,93.7,113.6,62012.9,72688,114592,1589431.8,1590000
read,28302.8,41722.1,45.3,94.7,115.2,64309.5,78192.7,127307.6,1599625.1,1600000
read,25492.6,35722.8,45.3,96.6,119.1,59412.8,69141.3,98740.4,1609194.5,1610000
read,29655.7,36805.3,45.3,97.2,119.8,66935.8,79712.5,127710.1,1619661.1,1620000
read,41791.3,90744.5,45.3,101,126.3,74901.3,101027.8,374287.6,1629303.5,1630000
read,29036.3,49025.7,45.3,102.9,130.7,68190.6,80936.6,119316.7,1639337,1640000
read,31515.1,41925.4,45.3,100.3,125.2,73658.6,88005.2,123256.6,1649252.3,1650000
read,33811.6,40945.2,45.3,98.5,122.1,79252.6,92083.7,125142.4,1659215.7,1660000
read,32371.1,37460.3,45.3,101.9,128.5,77642.9,92002,120999.9,1668961.4,1670000
read,33835.9,39749.7,45.3,103.9,133,80704.7,96662.6,126715.8,1679067.5,1680000
read,31557.4,40702.3,49.8,109.3,146,75634.5,91424,132818.9,1688741.8,1690000
read,37108.8,46927,45.3,104,133.8,86287.6,103401.1,144602.4,1698766.2,1700000
read,36880.7,48518.7,45.3,109.8,145,89194.5,106509.2,139877,1708459.5,1710000
read,36873.6,47008.7,49.8,109.3,142.4,89137.8,107666.8,143884.9,1718172.6,1720000
read,38218.8,46639.7,49.8,110.4,146.3,92776.4,109776.8,143855,1728401.2,1730000
read,38760.5,49688.9,49.8,113.6,153.7,93334.8,112590.4,146851.1,1738696.7,1740000
read,36513.8,50591,49.8,123.7,182.8,87722.8,108850.9,151014.1,1748161.3,1750000
read,40011.4,52230,45.3,113.4,152.8,98563.7,115058.1,143289.6,1758141.6,1760000
read,41767.3,61352.3,45.3,116.4,160.6,103215.5,122493.7,156099.7,1767861,1770000
read,41103.3,66719.5,49.8,121.6,175.2,99132.4,120178.9,159377.2,1777099.2,1780000
read,41322,55599.2,45.3,127.4,191.2,99405.1,120527,160645.8,1787931.4,1790000
read,44649.5,61545.4,49.8,122.1,172.7,109448.4,127951.2,160546.4,1796439,1800000
read,42790.4,56248.7,45.3,127.6,189.2,104288.5,124257.6,163379.5,1807098.8,1810000
read,42382.3,59304.9,49.8,136.3,214.1,102506.5,123083.3,164778.1,1816590.4,1820000
read,44120.5,54276.3,49.8,137.4,217.2,108514.7,130047.1,161214.6,1825902,1830000
read,46317.3,59359.1,49.8,132.7,195.6,110808.2,131360.9,164568.3,1835492.9,1840000
read,44398.8,54818.4,49.8,148.8,246,107512.6,129509.2,162287.8,1845413.3,1850000
read,46464.1,55232.4,49.8,146.3,231.1,108449.5,131372.5,171653.1,1855042.1,1860000
read,44222.2,54493.5,49.8,177,340.4,103847.7,126270.2,168183.8,1866311.4,1870000
read,45810.2,54149.6,49.8,156.4,271,110730.9,132756.7,162744.1,1874511.9,1880000
read,44464.9,52144.6,49.8,181.6,342,106237.4,128234.7,162480.4,1884348.5,1890000
read,47165.9,57368.4,45.3,177.1,324.8,111601.7,134366.6,169511.1,1894876.2,1900000
read,47027.1,56792.8,49.8,185,339.6,110826.8,133205.7,168081.2,1903785.9,1910000
read,47107.3,50065.1,49.8,200.1,388.6,111998.9,133326,163615.3,1913524.5,1920000
read,60791,100012.4,49.8,183.9,331,124808.2,149623.1,373829.5,1921769,1930000
read,48441.4,75102.4,49.8,220.7,433.9,114309.2,136531.2,165553.3,1933904.2,1940000
read,52497.5,65851.6,49.8,192.3,326.9,122883.5,142400.3,168992.9,1942316.8,1950000
read,50266.9,64135.4,45.3,204.3,368.2,117850.9,139798.9,168315.1,1951649.5,1960000
read,52047.4,65674.5,49.8,228,418.7,121917.7,142502.3,167191.5,1962376,1970000
read,48942.1,64600.9,54.8,304,615.4,111514.6,135206.7,163375.4,1971733.7,1980000
read,50291.7,62917.7,54.8,314.1,632.9,116730.6,137957.7,163334.9,1982016.2,1990000
read,51789.3,61617,54.8,372.3,777.4,119068.8,140343.7,169878.7,1991005.2,2000000
