#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,104.6,484.9,41.1,60.6,64.3,114.5,127.3,163.0,19926.6,20000
read,92.7,434.0,37.4,57.2,60.8,105.2,114.7,144.6,39723.1,40000
read,87.9,350.2,45.3,56.5,59.4,103.3,112.8,140.1,59977.3,60000
read,93.6,577.2,41.1,56.0,58.4,101.7,112.0,141.0,79910.8,80000
read,87.4,517.6,41.1,55.1,57.2,100.9,111.6,141.2,99785.4,100000
read,87.5,642.3,41.1,55.6,57.7,99.2,110.4,139.4,119967.4,120000
read,85.0,700.3,37.4,55.4,57.3,96.2,106.9,132.6,139937.5,140000
read,96.7,611.2,41.1,53.9,56.2,95.6,108.0,139.8,160099.8,160000
read,87.1,693.8,41.1,55.5,57.5,95.0,106.2,134.4,180021.2,180000
read,80.6,357.7,41.1,55.6,57.5,93.4,104.6,132.1,200005.4,200000
read,88.4,617.4,45.3,55.8,57.9,93.0,102.5,128.9,220138.5,220000
read,80.2,419.1,41.1,55.6,57.4,90.2,100.2,127.5,239911.7,240000
read,83.1,450.8,41.1,55.6,57.7,93.1,103.7,135.6,260042.8,260000
read,83.2,414.4,41.1,55.7,57.6,90.0,99.9,132.0,280068.7,280000
read,79.9,422.9,45.3,56.2,58.6,90.7,99.2,127.1,299915.4,300000
read,89.4,716.8,37.4,55.4,57.6,92.4,103.3,136.6,320032.3,320000
read,94.6,966.9,37.4,55.4,57.7,94.7,106.3,140.2,340049.5,340000
read,87.4,743.4,37.4,55.6,58.0,94.5,105.2,137.2,359732.2,360000
read,81.6,495.2,45.3,56.6,59.5,93.6,102.9,135.2,380242.9,380000
read,86.7,597.6,41.1,56.4,59.1,93.7,102.8,131.9,399889.7,400000
read,145.8,1346.9,41.1,56.7,59.7,95.3,106.1,150.2,420235.9,420000
read,86.4,871.6,45.3,57.1,60.3,95.4,105.7,138.0,439989.0,440000
read,85.7,918.2,41.1,57.4,60.6,96.2,106.2,140.4,459976.4,460000
read,96.0,872.5,37.4,57.7,60.9,97.3,107.9,143.4,480164.6,480000
read,86.9,844.8,41.1,58.3,61.4,99.3,110.1,140.7,499876.8,500000
read,93.9,790.0,41.1,58.2,61.3,100.4,111.9,150.3,520378.7,520000
read,87.4,596.5,45.3,59.1,61.9,100.9,111.4,143.8,540024.2,540000
read,90.7,742.3,41.1,59.2,62.2,103.1,114.2,151.0,560161.4,560000
read,91.3,639.3,37.4,59.0,62.1,104.3,115.2,149.2,579949.1,580000
read,98.2,708.9,41.1,60.0,62.7,105.9,118.1,156.3,599937.6,600000
read,96.9,488.7,45.3,59.9,62.7,106.5,119.1,157.2,620351.9,620000
read,110.1,793.1,45.3,60.7,63.7,108.2,121.6,162.7,640180.2,640000
read,105.9,640.5,37.4,60.6,63.7,108.6,121.5,162.9,660017.4,660000
read,103.5,628.1,41.1,60.8,64.1,111.4,123.9,161.8,680011.4,680000
read,114.0,725.9,45.3,61.2,64.8,112.8,126.6,168.6,699804.6,700000
read,103.4,698.5,45.3,61.6,65.2,115.2,128.3,168.8,719674.9,720000
read,113.4,976.7,45.3,61.7,65.9,116.0,130.2,194.0,740066.0,740000
read,105.9,906.4,37.4,62.0,66.4,120.3,137.1,183.8,759994.3,760000
read,114.6,673.4,41.1,62.2,66.5,119.1,135.3,204.0,779681.6,780000
read,107.3,582.2,41.1,62.7,67.4,121.6,137.9,181.8,799899.6,800000
read,128.8,720.2,41.1,62.5,67.1,123.8,141.3,203.4,819981.4,820000
read,125.4,727.9,45.3,63.0,67.7,127.1,147.4,264.0,840029.8,840000
read,132.7,894.5,41.1,64.9,70.1,134.1,153.6,259.4,859975.7,860000
read,114.8,772.5,45.3,64.0,68.9,127.6,145.0,202.5,879765.8,880000
read,148.4,951.3,45.3,65.5,70.9,138.4,160.8,731.2,899993.3,900000
read,132.0,763.0,41.1,65.1,70.5,137.3,155.5,245.1,919546.8,920000
read,169.1,959.1,37.4,65.0,70.6,141.6,163.4,2004.1,940138.4,940000
read,135.0,952.4,45.3,66.3,71.8,146.1,171.7,300.5,959909.7,960000
read,150.0,1017.9,41.1,67.0,72.9,148.6,178.6,473.2,979658.9,980000
read,148.7,1135.6,45.3,66.9,73.2,147.0,168.8,364.2,1000070.3,1000000
read,156.5,875.2,41.1,67.8,73.7,150.0,174.8,983.0,1020290.3,1020000
read,150.6,693.0,45.3,69.4,75.4,152.2,177.4,683.4,1039755.1,1040000
read,183.9,885.3,45.3,69.1,75.3,164.5,202.7,2672.1,1059982.3,1060000
read,221.9,1084.0,45.3,70.5,76.7,171.6,223.3,4513.3,1070784.0,1080000
read,805.5,46532.8,41.1,64.5,69.8,154.2,266.8,10294.8,972227.5,1100000
read,158.5,940.7,41.1,71.3,77.2,168.5,199.6,628.6,1119852.7,1120000
read,1064.8,28655.6,37.4,67.0,73.3,187.7,1324.9,11934.9,1066678.0,1140000
read,2581.4,23315.4,45.3,66.2,71.6,9514.6,11363.9,20093.0,1064801.0,1160000
read,1653.9,10130.9,41.1,66.0,72.3,7313.3,10101.0,17163.8,1087280.7,1180000
read,220.7,2595.3,49.8,74.5,81.3,198.7,252.6,3376.4,1200382.2,1200000
read,227.7,2259.3,49.8,75.2,82.3,204.8,263.9,3738.8,1220320.6,1220000
read,1879.7,8590.0,45.3,65.9,72.0,6744.2,9892.9,19217.5,1135350.7,1240000
read,1308.7,57726.3,45.3,67.3,73.6,196.7,610.9,13428.7,1111014.4,1260000
read,250.7,48982.2,49.8,77.7,85.8,235.3,323.7,3794.5,1280349.6,1280000
read,577.2,65338.7,45.3,73.1,79.9,228.7,417.8,10892.2,1209399.3,1300000
read,1561.6,36389.5,41.1,66.3,73.2,438.5,9014.2,18757.5,1118282.6,1320000
read,2209.1,6212.2,45.3,67.9,74.2,8071.1,11176.7,19834.0,1192066.1,1340000
read,1345.6,79863.4,45.3,68.0,74.0,178.9,1128.8,11274.4,1109539.0,1360000
read,1529.7,70660.3,45.3,68.8,75.1,1251.1,8242.9,15723.3,1169930.4,1380000
read,1787.8,39339.7,45.3,66.0,71.6,519.8,8884.3,16397.5,1109082.3,1400000
read,868.0,60075.1,45.3,68.1,74.3,171.6,288.6,9882.2,1127552.1,1420000
read,2323.5,31774.1,45.3,68.2,74.4,7310.5,10402.6,16249.5,1191613.5,1440000
read,977.6,39604.7,45.3,67.0,72.9,180.7,6808.5,12904.3,1128828.0,1460000
read,2630.0,56619.4,45.3,68.7,74.9,6746.9,10159.9,17236.6,1178297.1,1480000
read,2327.1,69844.5,45.3,66.4,72.5,1540.5,8987.8,15094.1,1144084.0,1500000
read,2927.6,50590.3,49.8,68.6,75.0,8332.8,11235.6,17424.9,1207228.9,1520000
read,3393.0,82081.7,45.3,67.8,74.0,7538.1,10734.6,14837.1,1166993.0,1540000
read,4635.1,104367.6,45.3,68.0,74.1,8870.9,11887.2,20833.0,1180270.9,1560000
read,3077.9,54835.8,41.1,68.7,75.2,9931.8,13022.1,21499.0,1267316.5,1580000
read,3078.9,62814.0,45.3,69.6,76.1,10320.1,13565.6,23162.1,1264797.0,1600000
read,3211.0,71054.0,41.1,69.5,75.8,10603.1,13736.5,22959.1,1276945.0,1620000
read,2676.7,84646.3,41.1,70.5,76.9,7652.9,10324.4,18853.4,1316326.1,1640000
read,3480.7,87762.8,45.3,69.4,75.8,11169.8,14513.1,23569.4,1289549.1,1660000
read,3368.6,86484.6,49.8,70.8,77.5,10729.2,12905.7,20952.2,1305643.7,1680000
read,3434.0,23597.8,45.3,72.2,78.2,9097.0,11904.0,20079.0,1351782.7,1700000
read,3333.5,22274.6,45.3,73.6,80.5,8521.8,12054.8,19469.0,1407666.1,1720000
read,2759.2,16583.4,49.8,75.3,82.6,7018.7,10101.1,19321.9,1456317.3,1740000
read,3397.2,19812.3,45.3,73.9,80.6,10096.8,13126.3,21658.6,1372833.7,1760000
read,3496.5,25430.9,45.3,75.3,83.1,8338.0,11351.6,19484.9,1433041.0,1780000
read,3405.7,13147.7,41.1,74.6,81.8,9042.8,13781.3,22046.2,1427705.0,1800000
read,3265.8,13603.0,45.3,73.6,80.4,9629.3,12707.2,19194.8,1391048.0,1820000
read,3449.3,10446.7,41.1,74.8,82.5,9761.1,12622.4,20650.2,1421766.4,1840000
read,3630.0,16029.5,45.3,74.3,81.5,10631.5,13706.6,20333.3,1407193.9,1860000
read,3731.0,13399.7,45.3,75.5,83.1,10282.2,12755.9,19901.3,1405717.6,1880000
read,3840.1,20442.7,45.3,76.0,83.5,11185.9,14570.3,23452.9,1435024.7,1900000
read,3601.3,8286.1,45.3,76.0,83.9,10090.0,12573.8,20245.6,1422099.0,1920000
read,3471.1,7745.0,45.3,83.8,94.4,7461.6,10667.9,20145.5,1604741.4,1940000
read,3333.4,19530.6,45.3,77.1,85.0,9308.8,12365.4,18505.5,1472385.8,1960000
read,3612.3,7841.8,45.3,78.0,86.2,10323.6,13376.2,20136.7,1475938.2,1980000
read,3696.0,26864.9,45.3,78.3,86.4,8900.7,12448.5,20111.8,1502587.9,2000000
