#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,177.0,2354.9,41.1,66.5,72.6,135.8,153.8,255.0,1150052.2,1150000
read,177.4,2432.6,41.1,67.3,73.4,138.3,156.0,247.9,1160077.9,1160000
read,204.7,2561.2,41.1,67.4,73.5,138.3,157.1,449.0,1169963.4,1170000
read,187.6,2516.0,41.1,68.2,74.4,140.3,160.2,287.0,1179911.3,1180000
read,189.6,2488.3,45.3,67.9,74.1,141.7,162.2,275.6,1190048.4,1190000
read,199.1,2581.0,45.3,67.9,74.1,141.8,162.9,304.3,1199917.6,1200000
read,205.2,2710.7,41.1,68.9,75.0,143.0,165.1,489.9,1209711.7,1210000
read,201.5,2676.4,41.1,68.7,74.9,146.3,168.4,328.0,1220053.1,1220000
read,190.6,2621.4,45.3,69.0,75.1,147.6,169.5,315.8,1230059.2,1230000
read,200.7,2721.7,41.1,69.6,75.7,148.8,171.4,336.8,1239876.7,1240000
read,217.3,2796.4,41.1,69.9,75.8,151.8,175.9,663.6,1250114.2,1250000
read,200.0,2874.8,41.1,70.7,76.8,152.3,177.3,322.8,1259875.4,1260000
read,213.9,2957.4,41.1,70.5,76.5,154.2,180.6,591.4,1270118.1,1270000
read,221.6,2343.4,45.3,71.0,77.0,156.1,183.6,655.5,1279887.2,1280000
read,218.0,2262.7,45.3,71.8,77.7,157.2,184.7,737.6,1289921.1,1290000
read,213.6,2320.9,45.3,71.5,77.5,158.2,185.7,539.7,1299661.5,1300000
read,214.6,2400.3,45.3,72.3,78.2,160.2,186.7,440.2,1309967.9,1310000
read,225.3,2454.7,45.3,73.0,78.8,162.4,189.7,1165.6,1320187.7,1320000
read,215.4,2482.7,45.3,73.1,79.3,165.7,194.8,634.8,1329724.9,1330000
read,232.6,2538.8,41.1,73.3,79.7,167.7,197.0,1286.7,1339957.7,1340000
read,243.0,2587.0,41.1,73.5,79.9,170.2,202.1,1981.0,1349862.9,1350000
read,212.8,2544.6,45.3,73.7,80.3,172.6,206.8,488.8,1359933.1,1360000
read,241.9,2644.6,45.3,74.3,81.0,173.7,205.6,2062.4,1369963.9,1370000
read,238.5,2676.1,41.1,74.6,81.4,177.0,208.2,1410.4,1379830.6,1380000
read,240.5,2764.9,45.3,75.2,82.2,179.2,212.0,1625.7,1389920.7,1390000
read,253.7,2823.1,45.3,75.5,82.4,182.8,218.4,2586.5,1400291.8,1400000
read,236.3,2739.2,45.3,76.5,83.4,184.1,218.3,1384.3,1409974.6,1410000
read,238.2,2771.5,41.1,75.7,82.8,186.0,221.8,1563.0,1420123.3,1420000
read,240.0,2862.2,45.3,77.0,84.0,188.6,224.7,1236.1,1430163.6,1430000
read,270.8,2971.6,41.1,76.6,83.9,190.4,228.1,3939.9,1439744.6,1440000
read,251.1,2858.4,45.3,77.7,85.2,197.0,236.1,1818.7,1449976.6,1450000
read,269.4,2911.8,45.3,78.7,86.1,201.4,244.0,3224.3,1459728.5,1460000
read,271.3,2981.5,45.3,78.9,86.6,202.7,245.7,3830.8,1469787.4,1470000
read,273.7,2957.8,41.1,80.0,87.6,206.7,250.3,3614.0,1480533.0,1480000
read,269.7,3014.6,41.1,80.1,88.1,209.0,254.4,3290.5,1489650.8,1490000
read,288.7,3092.7,45.3,80.6,88.7,213.1,260.9,4724.0,1500019.2,1500000
read,269.6,3117.6,45.3,80.9,89.3,216.4,264.5,2853.9,1509852.7,1510000
read,269.9,3110.6,45.3,81.8,90.3,221.9,271.2,2814.3,1519862.8,1520000
read,277.9,3216.5,49.8,82.4,91.2,224.3,273.9,3002.0,1529932.8,1530000
read,282.2,3285.6,45.3,82.7,91.7,229.8,282.5,3558.7,1539996.6,1540000
read,310.9,3460.1,45.3,83.7,93.2,238.7,294.1,5409.6,1549748.6,1550000
read,291.9,3585.6,45.3,84.6,94.2,241.1,294.2,3909.7,1560150.1,1560000
read,299.7,3628.2,49.8,84.8,94.3,245.4,304.3,4375.5,1569778.7,1570000
read,299.3,3685.6,45.3,85.5,95.5,247.9,303.6,4269.6,1579922.0,1580000
read,324.2,3797.4,41.1,86.1,96.2,251.2,311.8,5662.6,1589906.1,1590000
read,306.0,20899313551272200349991089629497461112196591504838532925661696291981425938822976625867301969547368267226546176.0,45.3,86.4,96.9,256.2,315.8,4069.7,1600304.0,1600000
read,303.5,3778.5,45.3,87.0,97.6,259.3,320.4,4277.2,1609817.4,1610000
read,315.7,3847.9,45.3,88.8,99.0,264.4,326.0,4682.4,1620007.9,1620000
read,322.9,2879.9,45.3,88.8,99.5,272.6,339.4,4628.9,1630058.2,1630000
read,331.2,2962.3,45.3,90.5,101.5,279.1,347.7,5097.3,1639969.3,1640000
read,333.5,2990.5,45.3,89.8,100.7,288.9,367.9,5312.5,1650087.0,1650000
read,333.1,3163.2,49.8,91.5,102.5,292.6,367.1,4765.0,1659710.2,1660000
read,329.3,3129.3,45.3,93.0,104.3,299.5,374.4,4779.3,1669868.2,1670000
read,337.0,3225.3,45.3,93.9,105.6,298.7,372.9,5111.8,1679716.0,1680000
read,351.6,3266.9,45.3,94.7,106.3,307.4,385.7,5872.0,1689824.9,1690000
read,341.6,3259.5,45.3,96.1,107.8,322.4,401.2,5168.5,1699871.6,1700000
read,355.2,3322.2,45.3,97.1,108.7,321.0,398.4,5633.5,1709552.1,1710000
read,356.6,3382.6,45.3,98.4,110.3,332.4,415.9,5150.6,1719939.4,1720000
read,363.6,3381.0,45.3,99.4,111.6,344.6,432.8,5545.9,1729901.6,1730000
read,380.8,3513.0,45.3,100.1,112.8,349.1,437.9,6150.8,1740070.1,1740000
read,367.7,3452.3,49.8,101.3,114.2,360.7,451.8,5184.7,1749642.4,1750000
read,412.0,3641.5,45.3,102.8,115.8,372.4,472.0,6941.3,1759857.4,1760000
read,411.0,3571.2,49.8,104.6,118.1,383.5,480.6,6622.6,1769402.9,1770000
read,394.3,3570.8,49.8,104.9,118.2,388.6,488.4,5958.5,1779700.2,1780000
read,432.9,3685.8,45.3,107.0,120.7,412.3,525.6,6975.1,1789847.4,1790000
read,429.1,3656.8,45.3,108.7,123.3,431.1,543.6,6652.5,1799686.3,1800000
read,407.2,3744.8,49.8,108.9,123.6,435.7,548.9,5646.1,1809590.4,1810000
read,450.1,3751.5,54.8,110.3,125.1,447.4,571.9,6992.8,1819381.3,1820000
read,446.0,3831.0,49.8,112.3,128.4,456.9,574.3,6526.9,1829493.4,1830000
read,478.4,3929.4,45.3,113.7,129.9,485.2,619.0,7333.6,1839307.9,1840000
read,463.7,2285.6,54.8,114.1,130.4,476.5,599.0,6733.1,1849077.0,1850000
read,463.2,2335.3,49.8,116.4,132.7,490.6,618.9,6295.1,1858948.6,1860000
read,500.8,2364.2,49.8,119.2,136.6,525.9,660.8,7397.7,1868266.3,1870000
read,492.5,2541.7,49.8,120.9,138.9,536.3,678.0,6595.8,1878781.1,1880000
read,499.6,2640.5,49.8,122.1,141.0,539.2,677.8,7040.4,1888079.2,1890000
read,508.1,2636.0,49.8,125.2,144.3,573.9,710.7,6824.3,1897925.3,1900000
read,537.7,2722.5,49.8,127.5,146.8,587.9,737.7,7388.7,1907658.7,1910000
read,543.3,2700.4,49.8,129.5,149.1,610.2,760.9,7416.5,1917857.5,1920000
read,576.3,2672.2,45.3,131.2,151.5,634.7,794.7,8054.2,1927503.5,1930000
read,553.3,2706.6,54.8,132.8,154.3,653.2,816.0,6666.8,1936939.9,1940000
read,577.3,2842.3,49.8,130.8,151.6,677.7,856.6,7230.1,1946548.7,1950000
read,607.1,3015.1,54.8,139.2,161.3,707.0,872.2,7721.8,1956471.6,1960000
read,634.1,3252.9,49.8,143.8,167.9,748.1,923.4,7529.5,1966333.0,1970000
read,660.8,3491.7,54.8,147.6,173.3,757.8,932.9,8377.4,1976041.6,1980000
read,684.2,3629.3,54.8,149.4,175.6,811.2,1003.9,8212.8,1985791.3,1990000
read,701.0,3773.3,60.2,152.0,179.7,817.1,1007.0,8679.2,1995709.8,2000000
