#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,80.9,624.4,41.1,55.4,56.9,87.6,95.2,116.0,269939.7,270000
read,79.8,591.6,41.1,55.3,56.9,87.1,94.5,115.2,280039.8,280000
read,89.6,749.7,41.1,55.4,57.0,86.9,94.2,116.2,289948.3,290000
read,79.4,593.5,41.1,55.5,57.2,87.4,94.4,114.9,300080.7,300000
read,76.7,528.9,37.4,55.3,56.8,86.5,93.9,114.6,310065.3,310000
read,79.0,535.7,37.4,55.6,57.4,87.0,93.8,114.2,320074.0,320000
read,83.0,674.8,41.1,55.7,57.5,87.5,94.5,115.3,330085.0,330000
read,79.7,604.3,37.4,55.7,57.6,87.7,94.5,114.5,339953.9,340000
read,80.6,603.2,41.1,55.9,57.9,87.7,94.7,114.5,350009.4,350000
read,82.8,674.2,41.1,55.8,57.8,87.5,94.5,114.2,359997.9,360000
read,82.5,655.2,37.4,56.1,58.3,88.7,95.3,114.6,370025.8,370000
read,82.5,644.7,41.1,56.1,58.4,87.8,95.0,115.2,380075.3,380000
read,80.8,593.8,37.4,56.1,58.4,88.4,95.4,115.5,389888.2,390000
read,84.1,717.2,41.1,56.3,58.7,88.1,95.6,116.0,400034.6,400000
read,83.4,631.3,37.4,56.0,58.2,88.0,95.5,115.6,410047.0,410000
read,87.6,644.0,41.1,56.2,58.7,89.2,96.0,116.8,420107.1,420000
read,83.5,552.3,37.4,56.8,59.6,91.0,96.7,116.7,430105.5,430000
read,87.8,658.4,37.4,56.7,59.4,91.8,96.8,117.2,439912.8,440000
read,87.8,736.9,41.1,56.7,59.6,90.6,96.9,118.7,449862.1,450000
read,86.9,716.6,41.1,56.9,59.9,91.2,97.8,118.4,459939.8,460000
read,85.0,694.1,41.1,57.1,60.3,92.2,98.6,118.8,469988.2,470000
read,83.5,599.0,41.1,57.2,60.4,92.7,99.0,119.7,480009.2,480000
read,85.5,633.7,41.1,56.9,60.0,92.9,99.6,120.5,490011.7,490000
read,84.8,578.8,41.1,57.1,60.4,93.3,100.3,121.1,499924.1,500000
read,89.4,739.8,37.4,57.2,60.4,93.6,101.2,122.6,509921.7,510000
read,91.6,756.8,37.4,57.2,60.4,93.8,101.4,123.0,519967.3,520000
read,94.9,869.5,41.1,57.4,60.6,94.6,102.7,125.3,530074.6,530000
read,96.1,889.1,41.1,57.5,60.7,94.9,103.0,125.6,539968.7,540000
read,90.2,799.2,41.1,58.0,61.0,95.3,103.4,125.2,549891.9,550000
read,87.0,611.6,41.1,58.1,61.2,95.8,104.0,125.6,559851.0,560000
read,92.5,737.9,41.1,58.2,61.2,95.9,104.4,126.6,570027.8,570000
read,92.6,712.2,41.1,58.1,61.2,96.3,104.8,127.4,580045.3,580000
read,90.8,729.0,41.1,58.7,61.6,96.6,105.1,127.2,589951.2,590000
read,95.7,831.6,41.1,58.6,61.6,97.1,105.6,128.3,599803.4,600000
read,93.4,773.1,41.1,59.1,61.9,98.2,106.0,127.8,610020.7,610000
read,95.3,778.7,41.1,58.9,61.8,98.4,106.4,129.9,619891.8,620000
read,107.1,933.5,41.1,58.7,61.7,99.0,106.9,132.5,630155.6,630000
read,95.7,760.0,41.1,59.3,62.2,99.5,107.5,132.7,639982.2,640000
read,96.9,778.8,37.4,59.0,62.0,100.3,108.6,132.7,649838.6,650000
read,100.5,815.1,41.1,59.4,62.3,101.5,110.4,136.8,659940.4,660000
read,104.0,910.5,41.1,59.9,62.6,101.6,110.8,137.7,670059.8,670000
read,103.2,869.7,41.1,60.0,62.7,102.6,111.7,138.7,679991.1,680000
read,102.0,870.7,37.4,60.0,62.8,102.8,112.1,139.7,690005.0,690000
read,104.9,879.0,41.1,60.5,63.4,103.3,112.7,140.3,700213.2,700000
read,102.9,846.9,41.1,60.6,63.5,104.1,113.7,141.4,709874.6,710000
read,108.1,862.4,37.4,60.7,63.6,104.5,114.2,143.2,720062.5,720000
read,110.5,902.6,41.1,60.6,63.6,105.1,114.8,143.1,729867.0,730000
read,106.9,898.0,41.1,61.0,64.4,105.6,115.5,146.2,739924.9,740000
read,116.3,959.7,41.1,60.7,63.8,105.9,116.1,150.3,750070.9,750000
read,107.0,767.9,41.1,60.9,64.2,106.4,116.5,147.4,759908.4,760000
read,112.6,888.5,41.1,61.1,64.4,106.7,116.9,148.2,770114.8,770000
read,117.7,911.7,41.1,61.1,64.5,108.1,118.2,153.4,779884.8,780000
read,108.6,823.7,41.1,61.7,65.5,108.8,119.0,151.4,789971.6,790000
read,118.2,933.9,41.1,61.6,65.5,110.2,120.7,154.6,800181.9,800000
read,119.1,978.9,37.4,61.3,65.1,109.9,120.6,154.6,809920.0,810000
read,129.4,1074.2,41.1,61.9,66.0,111.6,123.0,162.4,820143.0,820000
read,129.3,1114.6,41.1,61.6,65.6,111.9,123.6,162.6,829852.5,830000
read,133.4,1193.9,41.1,62.1,66.3,112.7,124.3,164.0,840237.2,840000
read,133.8,1188.4,41.1,62.1,66.3,113.4,124.9,165.6,849701.6,850000
read,128.1,1055.6,41.1,62.3,66.7,114.1,125.9,166.5,860086.1,860000
read,132.2,1129.7,41.1,62.3,66.6,114.3,126.1,166.2,869986.1,870000
read,138.1,1156.1,41.1,62.3,66.7,115.2,127.4,176.0,879811.1,880000
read,137.3,1122.4,41.1,62.6,67.1,116.0,128.4,176.5,889792.6,890000
read,141.2,1069.2,41.1,63.4,68.2,116.5,129.0,177.7,899943.6,900000
read,139.1,1122.1,41.1,62.7,67.3,117.0,130.1,180.2,909940.6,910000
read,146.4,1180.5,41.1,63.2,67.9,118.2,132.0,183.9,920112.3,920000
read,158.9,1268.9,41.1,63.6,68.5,118.7,132.4,188.4,929935.8,930000
read,155.5,1341.7,37.4,63.4,68.3,119.9,133.8,189.6,939964.5,940000
read,172.9,1495.8,41.1,63.8,68.6,121.3,136.1,234.1,949997.0,950000
read,167.0,1422.2,41.1,63.9,69.0,121.7,136.4,226.3,960093.7,960000
read,163.0,1541.9,41.1,64.0,69.0,122.9,137.3,198.0,970091.3,970000
read,170.9,1396.1,41.1,64.6,69.8,124.4,139.8,215.0,980004.0,980000
read,161.6,1329.7,41.1,64.7,69.9,124.5,139.0,202.7,989925.7,990000
read,172.0,1443.3,41.1,65.0,70.1,126.3,141.7,247.3,999966.3,1000000
read,178.2,1461.0,41.1,65.0,70.4,126.4,141.7,225.2,1010119.5,1010000
read,180.0,1482.8,45.3,66.1,71.4,127.6,143.9,233.9,1019965.6,1020000
read,179.9,1380.6,41.1,65.8,71.2,128.6,145.5,275.8,1029978.8,1030000
read,175.7,1413.0,41.1,66.0,71.5,129.0,146.6,251.9,1039916.2,1040000
read,201.0,1562.5,41.1,65.8,71.3,130.6,148.9,821.8,1049680.8,1050000
read,186.7,1489.3,41.1,66.7,72.5,132.0,149.6,268.8,1060250.0,1060000
read,206.7,1616.3,41.1,66.6,72.5,133.7,151.9,1169.8,1070319.1,1070000
read,208.4,1564.6,41.1,66.9,73.0,134.3,151.8,1098.9,1079758.6,1080000
read,195.8,1547.9,41.1,67.3,73.2,135.9,153.5,843.1,1089931.9,1090000
read,230.5,1808.4,41.1,67.6,73.5,138.2,157.1,2407.7,1100081.0,1100000
read,205.1,1697.1,41.1,67.7,73.7,137.8,155.8,1190.4,1110131.2,1110000
read,218.1,1654.3,41.1,67.9,73.9,140.3,160.4,2205.8,1120040.6,1120000
read,211.5,1685.7,37.4,68.2,74.2,141.2,161.6,1796.6,1129878.8,1130000
read,225.9,1796.1,41.1,68.5,74.5,141.7,162.6,1796.9,1139750.2,1140000
read,232.0,1872.0,45.3,68.5,74.6,143.7,165.1,2254.9,1149988.7,1150000
read,226.1,1654.2,45.3,68.9,75.0,146.0,167.5,2884.6,1159917.8,1160000
read,227.2,1659.1,45.3,69.5,75.6,146.6,168.5,2984.8,1169964.1,1170000
read,226.9,1754.4,45.3,69.8,75.8,148.7,170.3,2464.7,1179885.6,1180000
read,248.5,1799.7,45.3,70.2,76.2,151.0,174.3,4940.2,1190153.2,1190000
read,244.6,1912.4,45.3,70.2,76.2,151.1,174.7,4182.7,1199917.1,1200000
read,243.5,1882.9,45.3,71.0,77.0,152.9,177.2,3472.0,1210034.2,1210000
read,266.4,2072.1,41.1,71.7,77.5,154.8,181.4,5347.7,1220010.9,1220000
read,251.1,1835.5,41.1,71.5,77.5,155.1,181.1,4009.7,1230113.2,1230000
read,249.4,1827.0,41.1,72.0,77.9,157.8,184.1,4268.1,1240149.6,1240000
read,267.3,1977.7,45.3,73.1,79.1,160.1,187.0,5824.3,1250088.6,1250000
read,270.9,2010.3,41.1,73.0,78.9,162.5,189.1,5484.7,1259991.2,1260000
read,274.7,2042.3,45.3,73.3,79.4,163.8,191.5,5847.8,1269662.8,1270000
read,266.5,1883.6,45.3,73.5,79.8,166.0,194.2,5159.6,1280043.9,1280000
read,291.8,1969.6,45.3,74.8,81.2,168.3,198.8,6526.7,1289853.2,1290000
read,277.9,2111.7,45.3,74.0,80.6,169.2,199.6,5708.9,1299866.9,1300000
read,277.0,2045.5,45.3,74.2,81.0,171.5,202.6,5642.3,1309846.9,1310000
read,280.3,1874.3,45.3,75.2,82.0,174.0,205.0,6032.8,1320090.2,1320000
read,283.3,1873.9,45.3,75.3,82.1,176.7,207.4,5960.4,1330109.9,1330000
read,298.8,1999.6,45.3,76.0,82.9,180.8,213.2,6651.4,1340038.0,1340000
read,285.9,1881.4,45.3,76.4,83.2,181.2,214.4,6073.1,1349721.9,1350000
read,337.5,2128.1,45.3,76.4,83.6,186.1,223.8,7828.6,1360091.5,1360000
read,306.0,2015.8,41.1,77.3,84.3,186.9,223.5,6792.6,1370051.1,1370000
read,273.8,1888.7,41.1,77.2,84.3,187.4,223.2,5385.2,1380056.3,1380000
read,338.0,2175.0,45.3,77.6,85.0,193.1,233.7,7984.0,1390248.1,1390000
read,316.9,2088.8,45.3,78.0,85.5,194.7,235.5,7187.4,1399945.8,1400000
read,313.0,2144.8,45.3,78.6,85.7,197.0,237.6,6999.4,1409970.6,1410000
read,336.1,2056.3,45.3,79.3,86.8,202.1,246.2,7745.2,1420246.6,1420000
read,343.5,2211.1,45.3,80.2,87.8,204.7,248.8,7738.7,1429789.0,1430000
read,331.8,2327.8,45.3,80.9,88.9,207.6,251.5,7428.1,1440095.1,1440000
read,359.9,2538.6,49.8,81.5,89.3,211.6,259.1,8323.2,1449831.8,1450000
read,324.8,2382.4,45.3,81.1,89.6,215.9,262.0,7154.5,1460085.2,1460000
read,351.9,2527.2,45.3,82.1,91.0,220.4,270.0,7937.8,1470412.8,1470000
read,367.7,2349.3,45.3,82.8,91.5,223.9,274.6,8367.0,1479933.9,1480000
read,373.3,2423.3,45.3,83.6,92.7,229.9,285.6,8162.9,1490089.3,1490000
read,356.8,2367.3,45.3,83.5,92.8,230.4,284.9,7903.6,1500060.2,1500000
read,389.3,2297.6,45.3,84.5,94.1,239.5,300.0,8505.7,1509970.2,1510000
read,383.9,2346.9,45.3,85.1,95.2,245.1,306.4,8484.5,1519956.7,1520000
read,365.8,2129.3,49.8,86.6,96.6,246.1,303.4,8065.3,1530117.3,1530000
read,371.9,2316.9,45.3,86.5,96.9,251.9,315.4,7952.4,1540034.1,1540000
read,394.0,2394.6,49.8,87.4,97.9,260.1,327.4,8444.5,1549609.2,1550000
read,414.7,2412.1,45.3,88.5,98.7,266.0,339.0,9138.1,1559913.2,1560000
read,394.4,2334.9,45.3,89.2,99.9,273.5,346.4,8180.6,1569596.1,1570000
read,406.3,2291.6,49.8,89.9,100.5,280.2,362.2,8622.0,1579382.3,1580000
read,422.3,2532.1,45.3,90.8,101.7,286.0,365.4,8969.6,1589323.3,1590000
read,416.8,2780.7,49.8,91.0,102.2,290.1,368.9,8589.3,1599003.8,1600000
read,433.9,2673.0,45.3,92.5,103.9,302.2,392.1,8922.1,1609158.8,1610000
read,448.4,2914.1,45.3,93.4,105.0,310.5,403.5,9236.2,1618593.4,1620000
read,453.2,3171.1,49.8,94.5,106.2,318.3,418.7,8991.3,1628443.5,1630000
read,439.7,3354.2,49.8,96.1,107.9,328.8,431.2,8570.1,1638590.4,1640000
read,470.2,3591.7,45.3,97.4,109.0,334.6,441.8,9393.5,1648121.7,1650000
read,470.4,3604.3,49.8,97.6,109.6,344.9,458.2,9152.0,1656540.0,1660000
read,457.8,3651.9,45.3,99.1,111.7,363.5,485.1,8710.8,1667743.6,1670000
read,509.1,3887.4,49.8,100.2,112.8,370.3,508.8,9776.6,1677377.9,1680000
read,538.5,4041.0,49.8,101.7,114.6,391.8,546.3,10076.2,1686987.0,1690000
read,502.1,3990.3,49.8,102.6,116.2,405.7,557.3,9127.3,1696536.9,1700000
read,514.8,3955.6,49.8,103.5,117.3,422.0,587.6,9421.5,1706916.1,1710000
read,540.2,4092.6,49.8,106.1,120.0,443.5,628.2,9759.1,1716300.9,1720000
read,528.8,4080.3,49.8,107.3,121.8,467.6,652.0,9340.7,1725929.9,1730000
read,577.5,4319.0,45.3,108.6,123.2,481.2,697.5,10076.6,1735551.5,1740000
read,588.2,4291.9,49.8,110.8,126.4,523.4,754.9,9938.8,1745799.2,1750000
read,611.9,4418.5,49.8,113.0,129.2,550.3,800.9,10339.6,1755238.1,1760000
read,610.9,4449.4,49.8,115.0,131.4,571.0,816.1,10064.8,1765419.3,1770000
read,633.1,4544.3,54.8,118.2,135.2,640.1,915.9,9852.9,1774899.0,1780000
read,672.0,4688.0,49.8,119.5,137.6,689.0,1011.3,10337.3,1784565.9,1790000
read,680.2,4824.9,49.8,121.2,140.2,705.3,1031.4,10180.8,1794400.3,1800000
read,751.6,5050.1,49.8,125.6,145.9,815.5,1200.4,10888.1,1803895.4,1810000
read,763.6,3587.5,49.8,129.7,150.2,901.4,1305.9,10267.6,1814147.7,1820000
read,844.0,4005.3,54.8,132.8,154.8,938.5,1413.4,11806.4,1823663.2,1830000
read,852.4,3949.3,54.8,137.9,161.5,1033.0,1488.0,11258.4,1833826.0,1840000
read,960.4,4301.9,54.8,144.0,170.8,1225.6,1831.3,12251.8,1843068.8,1850000
read,951.1,4491.2,49.8,145.1,172.9,1202.7,1757.7,11677.7,1853299.4,1860000
read,1040.3,4540.7,54.8,149.5,180.2,1379.6,2020.0,12542.2,1862858.6,1870000
read,1153.8,4758.6,54.8,165.4,205.5,1576.7,2220.5,12442.1,1872825.9,1880000
read,1268.7,5118.3,54.8,176.4,224.3,1689.1,2429.3,14372.3,1882122.7,1890000
read,1397.3,5265.3,54.8,188.3,247.1,1949.6,2735.9,14822.4,1892482.2,1900000
read,1563.1,5566.7,54.8,200.1,269.4,2205.8,3212.1,16984.6,1901898.6,1910000
read,1658.6,4765.3,60.2,236.9,332.3,2242.4,3137.8,18332.8,1912053.6,1920000
read,1802.5,4956.4,66.3,254.3,364.7,2455.9,3596.7,19849.9,1921455.4,1930000
read,1991.0,5266.4,54.8,286.8,424.5,2674.6,3859.3,25411.2,1931655.7,1940000
read,2125.8,5475.0,54.8,344.3,511.3,2800.9,4283.3,26943.2,1940937.8,1950000
read,2362.7,5920.7,66.3,388.5,585.6,3153.4,4915.3,32875.2,1950974.3,1960000
read,2554.5,6179.9,60.2,470.3,697.5,3392.1,4884.5,35829.5,1960866.7,1970000
read,2624.9,6276.0,66.3,553.7,793.5,3372.7,5091.3,36301.2,1970512.1,1980000
read,2733.6,6852.1,60.2,593.6,844.5,3545.8,5096.4,36433.1,1980564.6,1990000
read,2964.4,7167.3,60.2,678.7,951.5,3836.6,5665.0,37196.6,1990425.3,2000000
