#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,93.9,477.3,41.1,61.4,66.3,105.6,113.7,131.5,9913.6,10000
read,93.1,550.5,41.1,58.9,62.7,104.2,112.4,131.6,19960.8,20000
read,90.9,589.6,41.1,57.7,61.1,102.9,110.7,129.5,29993.9,30000
read,87.9,571.1,41.1,56.7,59.6,100.5,107.0,127.5,39946.1,40000
read,84.8,500.9,41.1,56.5,59.2,99.6,106.4,126.9,49866.6,50000
read,84.8,537.6,41.1,56.0,58.2,97.5,105.5,125.1,59990.9,60000
read,84.9,607.8,41.1,55.9,58.1,97.0,105.3,124.8,70012.8,70000
read,84.9,628.5,41.1,55.5,57.5,96.3,104.6,124.5,80051.4,80000
read,86.1,670.1,41.1,55.7,57.6,96.4,104.9,124.8,89993.8,90000
read,84.7,689.7,41.1,55.7,57.6,95.7,104.3,124.1,100034.1,100000
read,84.3,767.9,41.1,55.5,57.3,95.5,104.3,124.3,109931.5,110000
read,81.3,704.0,37.4,55.4,57.1,95.1,103.3,123.0,120000.4,120000
read,79.8,678.7,41.1,55.3,57.1,94.2,102.9,122.8,129985.1,130000
read,78.8,704.1,41.1,55.3,56.9,93.8,102.4,122.3,140018.2,140000
read,80.9,752.6,41.1,55.3,56.8,93.3,102.1,122.3,150041.9,150000
read,79.9,770.8,41.1,55.4,57.0,93.0,101.3,121.5,160101.3,160000
read,77.3,559.4,41.1,55.3,56.9,91.7,100.5,120.7,169984.8,170000
read,81.9,604.4,41.1,55.2,56.6,91.7,99.5,120.0,179878.3,180000
read,77.6,601.3,41.1,55.1,56.5,88.8,98.1,119.1,189988.5,190000
read,78.5,579.7,41.1,55.0,56.5,88.6,97.0,118.7,199962.9,200000
read,81.7,650.7,41.1,55.2,56.7,89.6,97.1,119.1,210077.4,210000
read,78.1,533.8,41.1,55.2,56.7,88.8,96.4,117.1,219989.3,220000
read,79.5,616.8,41.1,55.1,56.6,88.1,96.1,117.1,230035.6,230000
read,89.8,771.9,41.1,55.2,56.6,88.0,96.0,117.2,240097.6,240000
read,76.8,575.4,41.1,55.3,56.8,86.8,95.0,116.4,249904.2,250000
read,78.5,531.7,41.1,55.4,57.0,87.8,95.2,116.6,259949.0,260000
