#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,409.4,7631.7,45.3,62.9,68.2,139.6,153.9,205.0,19839.0,20000
read,139.9,3567.3,41.1,60.9,64.8,135.2,149.2,192.1,39788.5,40000
read,133.0,3579.0,41.1,60.0,63.7,132.9,144.5,170.7,59947.7,60000
read,141.3,883.1,41.1,58.6,62.3,134.7,145.0,173.1,80029.5,80000
read,139.4,815.3,45.3,58.8,62.1,135.2,143.9,176.6,100017.6,100000
read,136.1,727.9,45.3,59.1,62.4,136.0,144.8,182.6,120194.7,120000
read,134.4,726.0,45.3,58.5,61.7,136.1,144.3,178.2,139985.2,140000
read,136.6,893.0,41.1,58.3,61.6,135.5,144.8,175.1,159912.9,160000
read,131.2,833.7,41.1,58.7,61.8,135.9,144.0,178.1,179956.7,180000
read,130.5,715.1,45.3,59.4,62.4,136.4,144.9,172.6,199735.4,200000
read,125.3,806.5,45.3,58.7,61.9,134.6,141.8,167.1,219899.0,220000
read,137.4,734.1,45.3,59.5,62.4,136.8,145.4,184.0,239864.8,240000
read,144.5,789.2,45.3,60.2,62.8,137.1,146.4,182.0,260124.2,260000
read,130.4,789.6,41.1,59.3,62.1,136.1,145.6,173.0,279774.6,280000
read,129.1,705.4,45.3,60.3,62.7,136.2,145.2,171.9,299887.1,300000
read,136.0,848.2,41.1,60.0,62.7,134.2,141.8,169.1,319986.2,320000
read,139.7,838.9,45.3,60.7,63.4,135.7,144.8,170.5,339934.5,340000
read,136.3,724.5,45.3,60.9,63.8,138.0,148.4,181.2,359726.1,360000
read,130.7,720.6,45.3,60.9,63.8,137.8,148.0,182.8,379953.3,380000
read,139.2,900.5,45.3,61.3,64.5,138.0,148.7,184.3,399731.5,400000
read,141.1,797.0,45.3,61.7,65.1,139.8,151.2,193.8,420065.7,420000
read,147.3,867.1,45.3,62.0,65.8,140.0,151.6,204.1,439989.3,440000
read,143.8,794.0,45.3,61.6,65.1,138.7,149.9,184.4,460180.5,460000
read,143.9,695.6,45.3,62.6,66.5,139.9,151.2,202.7,479951.7,480000
read,139.1,753.2,41.1,62.5,66.8,139.5,151.3,196.2,500012.8,500000
read,150.1,807.9,45.3,62.6,66.8,140.1,152.4,222.4,520159.5,520000
read,151.1,881.9,45.3,63.3,67.5,140.4,152.2,190.0,540084.4,540000
read,148.7,718.8,41.1,63.4,67.6,142.6,154.7,295.9,559815.3,560000
read,169.5,983.7,45.3,64.2,68.6,144.5,156.5,332.5,580034.6,580000
read,144.7,698.3,45.3,64.4,68.8,145.8,157.3,223.6,599925.3,600000
read,153.1,812.9,45.3,64.8,69.2,147.3,160.5,235.1,619868.0,620000
read,163.4,843.5,45.3,65.5,70.0,147.9,161.9,273.4,640261.0,640000
read,150.7,827.4,45.3,66.4,70.8,149.2,163.7,250.6,659945.7,660000
read,150.5,739.6,49.8,66.6,71.3,149.3,163.2,221.1,679959.0,680000
read,184.2,939.3,45.3,67.3,72.2,153.1,170.6,3722.3,699792.2,700000
read,172.3,1740.6,45.3,67.8,73.1,151.9,167.0,227.9,720094.9,720000
read,186.0,949.7,49.8,68.2,73.5,154.1,171.1,3700.8,739656.3,740000
read,166.9,931.8,45.3,68.4,73.8,154.4,169.9,249.0,760154.9,760000
read,189.4,915.5,45.3,69.1,74.5,159.9,180.4,4041.1,779729.4,780000
read,185.3,984.6,49.8,69.1,74.5,158.8,179.1,4013.4,799488.5,800000
read,196.5,963.2,45.3,70.3,75.8,161.9,182.0,4088.0,820164.9,820000
read,192.9,923.8,45.3,70.5,75.9,163.6,184.0,4059.8,839750.9,840000
read,187.3,1052.8,45.3,71.4,76.8,162.3,181.2,2064.1,859858.5,860000
read,242.3,1283.1,45.3,71.7,77.4,167.2,192.8,4304.8,879862.3,880000
read,194.3,1113.9,49.8,72.8,78.1,167.7,188.0,3925.2,899696.8,900000
read,269.1,1535.4,45.3,73.2,78.8,169.7,196.0,4994.8,919510.8,920000
read,187.1,1147.8,49.8,73.6,79.6,169.8,194.3,3873.2,940079.5,940000
read,259.3,1314.4,45.3,73.7,79.7,176.0,206.6,4968.4,959776.9,960000
read,245.9,1248.7,49.8,74.3,80.6,177.2,206.2,4333.7,979612.6,980000
read,246.1,1321.6,49.8,74.7,81.3,181.3,211.9,4268.0,999981.6,1000000
read,257.4,1415.7,49.8,75.8,82.6,180.1,208.3,4323.5,1019731.0,1020000
read,262.9,1487.6,45.3,76.8,83.9,185.0,218.7,4365.8,1039711.9,1040000
read,309.2,1466.8,49.8,77.2,84.4,194.1,231.4,6947.9,1060220.6,1060000
read,241.1,1267.1,49.8,77.5,84.8,191.5,222.6,4210.0,1079991.4,1080000
read,332.1,1644.6,49.8,78.9,86.7,197.7,236.6,7316.9,1099598.0,1100000
read,248.5,1478.5,49.8,80.4,88.7,198.2,227.9,4046.6,1120398.1,1120000
read,398.0,2027.2,49.8,80.4,88.7,208.4,261.8,8074.7,1139833.5,1140000
read,254.1,1391.5,54.8,81.0,89.3,209.3,247.0,4284.8,1159661.9,1160000
read,390.8,1798.6,49.8,82.6,91.1,218.1,278.2,8072.5,1180240.7,1180000
read,277.6,1266.8,54.8,82.5,91.2,220.7,265.5,4606.4,1199422.2,1200000
read,379.4,1642.4,49.8,84.2,93.3,228.7,291.1,8041.9,1219980.3,1220000
read,382.0,1725.7,49.8,87.1,96.6,234.7,294.3,8031.1,1239848.0,1240000
read,415.8,2180.3,54.8,87.9,96.9,233.2,290.6,8157.0,1260019.9,1260000
read,494.8,2170.2,49.8,88.9,98.2,247.1,368.3,9148.9,1279701.9,1280000
read,388.6,2010.0,54.8,88.2,98.2,250.2,328.0,7954.9,1299393.9,1300000
read,395.9,1851.3,49.8,90.2,100.8,262.7,349.7,8007.4,1320093.1,1320000
read,455.8,1989.7,54.8,91.6,102.2,273.6,394.1,8331.7,1340059.1,1340000
read,427.7,1760.8,54.8,94.0,104.9,282.1,391.1,8045.1,1359600.7,1360000
read,552.4,2903.8,49.8,95.5,107.6,292.6,400.5,9829.9,1379765.9,1380000
read,483.5,2391.1,54.8,97.6,109.6,298.4,421.1,8266.5,1399990.0,1400000
read,621.5,2482.4,54.8,96.4,108.3,341.0,3338.7,11571.9,1419802.4,1420000
read,428.9,2028.7,49.8,100.5,113.1,307.8,406.5,8088.3,1439870.3,1440000
read,656.5,2416.5,49.8,101.6,114.9,389.1,3994.9,10171.6,1459392.5,1460000
read,424.8,1734.8,54.8,103.8,118.1,357.8,520.0,7915.6,1479677.7,1480000
read,714.1,2965.5,54.8,105.7,121.0,454.6,4090.8,11708.6,1499793.9,1500000
