#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,640.1,2568.9,60.2,107.6,124.0,440.4,3453.5,9163.5,1519658.6,1520000
read,633.4,2409.7,54.8,110.0,127.1,486.7,3439.2,8519.8,1539100.9,1540000
read,684.6,2316.5,54.8,113.3,131.3,570.7,3750.6,10129.4,1558316.5,1560000
read,726.0,2336.6,60.2,118.7,140.2,639.8,4127.6,8948.3,1577973.6,1580000
read,981.1,2647.0,60.2,127.9,149.8,2919.7,5534.0,11224.4,1597906.1,1600000
read,711.5,2500.6,60.2,126.1,148.3,712.6,3275.1,12402.6,1617041.8,1620000
read,1182.3,2867.1,60.2,139.6,162.0,3818.4,6129.0,12402.3,1636701.4,1640000
read,919.9,2637.6,49.8,144.0,169.2,1570.8,4265.5,11204.6,1656824.1,1660000
read,1665.5,3276.5,54.8,158.0,187.1,4664.6,7939.5,16267.1,1676124.7,1680000
read,1621.0,3369.8,66.3,177.2,217.5,4316.1,6588.0,16592.8,1695602.4,1700000
read,2551.9,4930.9,72.9,195.9,252.6,5126.7,8542.5,24853.1,1713381.5,1720000
read,3261.2,3890.5,54.8,229.4,331.2,7777.8,8504.9,17553.3,1712248.0,1740000
read,3902.9,5567258294927659343710724645324991229064494878688642057477033373576983041990566857699855200944128.0,72.9,353.7,576.7,8165.6,9971.7,18540.9,1724437.2,1760000
read,5243.7,4830.8,88.2,2181.8,2466.2,8708.8,13640.1,19956.6,1722278.0,1780000
read,5155.0,4975.5,54.8,1957.5,2218.6,8468.8,11865.8,19939.0,1733297.6,1800000
read,5639.2,4996.0,72.9,2532.6,2820.0,8541.7,12240.2,19459.5,1729480.7,1820000
read,6278.5,6518.8,72.9,2814.9,3052.0,11509.6,17080.8,23940.3,1728677.9,1840000
read,6092.1,5785.9,66.3,2914.7,3143.1,9438.7,13774.1,19866.9,1733026.9,1860000
read,6199.8,5767.4,66.3,2971.5,3186.6,9505.5,16354.0,20111.0,1729069.0,1880000
read,6079.6,5557.6,66.3,2977.7,3197.1,9145.0,11627.7,19201.1,1734463.3,1900000
read,6140.0,4846.4,60.2,3007.8,3195.8,8527.9,11998.6,19584.1,1735087.4,1920000
read,6544.8,6255.2,60.2,2931.4,3143.2,12485.6,18792.6,27005.8,1738295.1,1940000
read,6361.7,5878.9,117.4,2972.3,3178.1,11457.0,17300.3,20979.6,1730023.5,1960000
read,6277.8,5939.4,66.3,2991.1,3207.9,8535.1,12126.6,20129.1,1734261.9,1980000
read,6267.8,5446.5,66.3,3015.1,3215.7,9186.2,13287.4,19908.0,1726186.2,2000000
