#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,352.0,73736.9,45.3,94.0,113.5,400.1,443.6,6148.2,284726.7,297000
read,359.9,11803.1,45.3,94.0,112.3,408.3,456.6,6446.8,289089.9,301500
read,394.1,10509.0,54.8,99.9,118.9,434.8,483.3,7467.8,293348.1,306000
read,1478.0,146613.3,45.3,97.3,118.0,442.4,487.8,7739.3,297643.8,310500
read,437.7,6707.0,49.8,106.9,130.5,499.5,556.1,7277.9,301863.6,315000
read,455.9,6665.6,49.8,105.5,127.5,484.8,548.2,8185.8,306117.5,319500
read,463.3,6689.0,49.8,106.1,129.0,502.4,558.2,8344.3,310335.0,324000
read,461.9,1361.4,54.8,113.3,139.4,530.8,585.7,6746.1,314492.6,328500
read,540.6,1633.7,49.8,111.9,136.6,534.8,611.8,9480.2,319142.0,333000
read,586.6,1723.1,54.8,121.4,149.8,618.0,697.7,10039.5,323388.3,337500
read,656.8,1875.9,60.2,134.5,168.8,706.8,823.0,10122.8,327790.6,342000
read,638.7,1964.6,49.8,137.5,171.2,710.5,786.5,9884.6,332072.9,346500
read,662.8,1931.2,49.8,128.4,161.5,704.1,809.2,10947.2,336337.2,351000
read,732.7,2087.0,60.2,142.4,177.9,769.3,890.1,11860.1,340703.0,355500
read,5268.8,289201.3,49.8,150.4,191.1,922.9,1331.1,11008.8,344980.4,360000
read,4080.6,288464.5,49.8,159.8,210.8,1083.1,1339.1,13206.4,349209.8,364500
read,941.6,143944.6,49.8,181.4,230.8,1089.9,1557.5,11372.2,353836.2,369000
read,5352.2,320137.8,45.3,191.4,282.2,1534.9,1804.2,13031.0,358035.5,373500
read,1287.4,143655.6,60.2,243.3,321.7,1527.5,2339.3,14181.5,362339.6,378000
read,1234.2,143755.5,49.8,228.8,302.5,1509.3,2189.5,14614.8,366495.7,382500
read,1748.8,143520.2,54.8,315.3,419.0,2241.5,3801.6,16617.5,370717.8,387000
read,1796.3,143098.3,72.9,380.4,499.3,2415.8,3039.1,14457.6,375019.3,391500
read,2146.2,3258.1,66.3,427.2,580.1,3144.3,5201.5,15927.2,379679.9,396000
read,2845.7,3511.6,66.3,546.6,758.0,4967.0,6464.6,16972.9,383519.7,400500
read,3146.3,4053.5,97.0,502.3,700.8,6078.5,7059.8,19818.0,388033.9,405000
read,2521.0,4214.0,60.2,465.9,622.1,4410.6,6186.4,17444.3,392771.2,409500
read,3631.1,17540.7,66.3,681.3,1010.7,6046.0,6722.1,17182.7,396574.1,414000
read,7453.5,204587.2,49.8,2753.8,3663.3,6781.5,7019.3,20525.5,397273.0,418500
read,6001.9,64980.6,88.2,3234.3,3721.5,6983.2,7521.8,21723.4,387846.0,423000
read,5335.9,5219.4,88.2,3331.0,3650.4,6745.9,7009.6,22719.2,403315.4,427500
read,6407.2,136273.3,66.3,3624.5,3721.8,6791.5,7010.8,22618.1,397189.2,432000
read,5539.7,5052.2,72.9,3093.3,3710.5,6898.2,7301.8,23205.4,391931.7,436500
read,5498.9,5788.9,80.2,2732.0,3664.1,6851.8,7994.3,23911.3,396902.1,441000
read,5533.4,18607.1,88.2,3277.0,3697.5,6805.5,7025.6,23380.5,397633.4,445500
read,7541.6,11753434377671841170702741202051220007065084785243074744931244288154164775494793163702272.0,72.9,3343.3,3567.1,6696.7,6992.3,23538.6,406775.8,450000
