#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,77.6,500.4,37.4,55.1,56.5,87.7,95.1,115.1,249966.7,250000
read,80.2,650.0,37.4,54.8,56.1,86.8,94.2,115.4,259981.1,260000
read,76.1,558.8,41.1,54.9,56.4,87.5,94.7,114.6,269969.4,270000
read,76.6,623.2,41.1,54.9,56.2,85.7,93.7,115.4,280077.9,280000
read,75.9,464.3,41.1,55.1,56.5,86.4,93.4,114.0,289953.6,290000
read,76.0,523.6,41.1,55.1,56.5,86.4,93.7,114.1,300024.7,300000
read,73.6,431.1,37.4,55.1,56.6,86.1,92.6,113.5,310109.0,310000
read,74.9,431.4,37.4,55.0,56.4,86.1,92.6,113.8,319969.3,320000
read,81.1,610.5,37.4,55.1,56.6,86.5,93.1,113.9,330041.4,330000
read,80.3,638.3,37.4,55.2,56.7,86.7,93.4,114.3,339917.9,340000
read,81.9,613.4,37.4,55.3,57.1,87.9,94.4,113.6,350094.8,350000
read,81.3,687.8,41.1,55.3,56.9,87.2,94.0,113.6,359959.8,360000
read,81.7,703.9,37.4,55.3,57.0,86.7,93.1,113.0,370069.6,370000
read,81.9,741.8,37.4,55.4,57.2,88.1,94.8,113.6,379973.9,380000
read,82.3,702.2,37.4,55.3,57.0,87.0,93.8,113.9,389959.1,390000
read,79.2,617.3,41.1,55.4,57.2,87.1,94.0,114.2,400034.9,400000
read,81.2,628.9,37.4,55.5,57.3,87.6,94.5,114.0,410114.3,410000
read,80.3,567.7,41.1,55.5,57.3,86.8,94.1,114.7,419984.2,420000
read,80.2,613.6,41.1,55.6,57.5,87.5,94.8,114.8,429972.6,430000
read,82.3,694.4,41.1,55.6,57.6,87.3,94.5,114.8,440149.1,440000
read,85.5,718.5,37.4,55.8,58.0,89.6,95.9,115.8,450135.2,450000
read,82.7,724.5,41.1,55.7,57.7,87.9,95.3,116.0,459977.0,460000
read,82.3,705.5,37.4,55.8,58.1,88.5,95.8,116.4,470216.1,470000
read,82.9,742.7,37.4,56.0,58.3,88.9,96.0,116.1,480216.4,480000
read,86.1,840.3,41.1,56.0,58.3,90.0,96.7,117.6,489963.2,490000
read,82.0,749.8,37.4,56.1,58.6,90.7,96.8,117.1,499941.9,500000
read,84.8,789.7,37.4,56.1,58.6,90.6,96.7,116.9,509952.8,510000
read,84.4,827.2,41.1,56.1,58.5,90.4,97.7,118.7,520092.7,520000
read,93.4,916.6,41.1,56.4,59.0,91.7,98.3,120.8,530077.7,530000
read,88.1,947.9,41.1,56.4,59.1,91.9,99.0,120.4,540107.9,540000
read,82.4,830.9,37.4,56.6,59.5,92.5,99.6,121.1,550026.7,550000
read,89.8,964.2,41.1,56.6,59.6,93.0,100.2,122.8,559992.2,560000
read,86.3,910.3,37.4,56.7,59.7,93.4,101.1,123.6,569996.8,570000
read,86.6,910.1,37.4,56.5,59.4,93.3,101.3,123.8,580195.4,580000
read,83.9,864.2,41.1,57.0,60.3,94.2,102.2,124.5,590043.8,590000
read,88.9,733.7,41.1,56.8,59.9,94.1,102.0,124.6,600006.9,600000
read,105.4,977.2,41.1,57.3,60.6,94.7,103.0,127.0,610092.1,610000
read,99.4,873.1,37.4,57.1,60.5,95.2,103.5,127.8,619885.4,620000
read,90.7,739.8,41.1,57.4,60.7,95.7,104.3,127.5,629772.2,630000
read,92.7,769.0,41.1,57.7,61.1,96.2,104.7,128.8,639986.9,640000
read,89.8,729.6,41.1,57.8,61.0,96.2,104.7,128.0,649969.4,650000
read,91.0,742.6,41.1,57.8,61.1,96.7,105.4,130.8,660068.9,660000
read,96.3,890.8,41.1,58.4,61.6,97.5,106.1,132.4,670022.8,670000
read,92.0,838.1,37.4,58.4,61.6,98.2,106.5,133.4,680038.9,680000
read,94.5,888.7,37.4,58.3,61.6,98.5,106.7,136.2,689824.8,690000
read,93.1,894.6,41.1,58.3,61.5,99.4,107.6,135.7,700030.2,700000
read,92.5,816.0,41.1,58.7,61.9,100.1,108.6,136.3,710081.1,710000
read,93.9,911.4,41.1,58.3,61.6,100.2,108.8,136.3,720040.7,720000
read,105.5,982.5,41.1,59.4,62.6,101.4,110.5,140.6,729935.1,730000
read,101.4,1017.4,41.1,59.3,62.5,101.8,111.0,141.0,740022.7,740000
read,96.1,931.5,37.4,58.9,62.3,102.0,111.5,142.1,749867.7,750000
read,100.7,1001.0,41.1,58.9,62.2,102.5,112.1,141.2,760033.3,760000
read,105.0,1101.0,41.1,59.6,62.8,103.3,113.2,145.3,769964.3,770000
read,102.8,1100.0,37.4,59.9,63.0,103.6,113.6,147.0,779847.4,780000
read,105.7,1145.9,41.1,59.8,63.0,104.0,114.1,146.0,790086.8,790000
read,107.5,1168.6,37.4,60.2,63.3,104.7,115.0,149.8,800030.3,800000
read,103.1,1101.9,41.1,60.2,63.4,105.4,115.6,148.9,810168.1,810000
read,114.6,1294.4,41.1,60.5,63.7,105.6,116.1,150.7,820126.5,820000
read,111.7,1257.7,41.1,60.5,63.7,106.4,116.9,151.9,829907.2,830000
read,112.8,1313.1,41.1,60.7,64.2,106.7,117.3,153.3,840051.0,840000
read,117.3,1286.6,41.1,60.9,64.5,108.6,119.9,159.4,849981.2,850000
read,109.2,1244.4,41.1,60.6,64.1,108.3,119.2,155.0,859999.8,860000
read,116.2,1382.8,41.1,60.8,64.4,109.3,120.8,161.2,869979.6,870000
read,121.5,1442.0,41.1,61.3,65.2,110.8,122.8,167.3,879799.9,880000
read,114.7,1498.2,37.4,61.0,64.8,110.7,122.2,159.7,889805.5,890000
read,123.7,1519.2,41.1,61.2,65.1,112.0,124.3,170.1,900007.0,900000
read,131.1,1651.9,41.1,61.7,66.1,112.8,125.3,168.1,910018.5,910000
read,128.0,1699.2,41.1,61.8,66.2,113.7,126.3,176.4,919981.1,920000
read,128.6,1782.9,41.1,61.8,66.3,113.9,126.5,177.3,929877.3,930000
read,123.3,1797.0,41.1,61.7,66.1,114.5,126.9,171.1,939942.4,940000
read,126.1,1897.6,41.1,61.8,66.5,115.1,127.6,172.3,949818.5,950000
read,137.7,2074.8,41.1,62.0,66.7,115.6,128.5,178.3,960043.1,960000
read,138.0,2161.5,41.1,62.3,67.0,116.7,130.8,189.5,970090.2,970000
read,132.9,2245.0,41.1,62.6,67.4,117.4,132.1,185.8,980254.8,980000
read,136.3,2317.4,41.1,62.5,67.3,118.3,133.2,199.9,990073.9,990000
read,135.4,2315.3,41.1,63.1,68.2,119.6,134.8,194.3,999837.6,1000000
read,140.4,2415.7,37.4,62.5,67.4,120.2,135.7,198.4,1009861.9,1010000
read,138.9,2528.2,41.1,63.5,68.6,121.9,137.2,198.3,1020168.8,1020000
read,141.8,2551.1,41.1,63.6,68.8,122.9,138.5,198.1,1029947.6,1030000
read,141.9,2591.9,41.1,63.5,68.6,123.2,138.8,199.2,1040036.2,1040000
read,143.7,2229.2,41.1,63.6,68.7,124.7,140.9,218.3,1050091.1,1050000
read,144.0,2273.8,41.1,64.4,69.8,125.6,141.4,221.8,1059833.1,1060000
read,160.5,1906.4,41.1,64.7,70.2,126.5,143.5,254.9,1070268.1,1070000
read,147.5,1204.7,41.1,64.6,69.8,127.5,145.4,229.9,1080063.2,1080000
read,150.0,1155.0,37.4,64.6,70.0,128.5,146.8,238.5,1090062.3,1090000
read,151.2,1276.7,37.4,65.0,70.7,128.6,147.0,222.7,1099978.7,1100000
read,146.1,1124.1,41.1,65.3,70.9,130.5,149.1,222.5,1109934.4,1110000
read,154.6,1181.6,41.1,65.1,70.7,131.7,150.5,236.3,1120036.0,1120000
read,162.7,1230.0,41.1,66.0,71.8,133.3,152.4,286.7,1130066.6,1130000
read,156.6,1263.3,41.1,65.8,71.6,134.6,153.4,253.6,1139795.3,1140000
read,151.6,1180.3,41.1,67.0,73.1,136.1,154.8,254.0,1149882.5,1150000
read,172.5,1419.6,37.4,66.2,72.1,137.4,156.2,333.9,1160013.6,1160000
read,158.2,1242.7,41.1,67.0,73.2,138.7,158.0,270.3,1170067.3,1170000
read,156.9,1245.3,37.4,67.3,73.6,139.7,159.4,265.1,1179914.7,1180000
read,168.7,1396.6,41.1,67.8,74.0,140.9,162.1,308.3,1190064.7,1190000
read,181.8,1654.9,41.1,67.8,74.0,142.6,165.3,451.8,1200238.1,1200000
read,174.9,1482.6,41.1,67.7,73.9,144.1,166.8,347.1,1210107.0,1210000
read,172.4,1475.0,37.4,67.8,74.1,144.9,167.5,340.5,1220182.8,1220000
read,173.7,1294.3,41.1,68.6,74.8,147.3,169.6,314.8,1230116.1,1230000
read,173.9,1245.1,41.1,69.0,75.2,149.2,172.4,360.1,1240218.5,1240000
read,178.0,1325.5,41.1,69.1,75.3,150.0,173.4,347.1,1250007.1,1250000
read,182.9,1431.9,41.1,69.8,76.0,151.4,175.5,380.3,1260050.8,1260000
read,182.2,1419.4,41.1,69.7,75.9,153.7,180.3,637.8,1270042.6,1270000
read,180.1,1415.1,45.3,70.3,76.4,154.4,181.8,439.7,1280200.5,1280000
read,178.0,1404.9,41.1,70.2,76.4,155.8,183.5,415.0,1289982.1,1290000
read,185.0,1437.0,41.1,70.8,76.8,158.3,185.4,363.3,1299984.7,1300000
read,180.3,1356.0,41.1,71.9,77.9,158.6,185.4,390.8,1310143.5,1310000
read,196.0,1365.2,41.1,71.9,77.8,163.6,193.0,2144.6,1320125.9,1320000
read,185.7,1404.6,45.3,72.0,78.1,164.4,193.3,498.7,1329946.0,1330000
read,193.2,1334.8,45.3,72.9,78.7,166.0,195.4,706.6,1340038.2,1340000
read,193.6,1335.0,41.1,73.6,80.0,169.0,200.4,988.6,1350189.0,1350000
read,199.9,1255.5,41.1,73.5,79.9,171.3,203.5,2080.2,1360086.0,1360000
read,203.1,1387.7,45.3,73.6,80.2,173.5,206.1,1149.7,1369859.3,1370000
read,202.2,1424.6,41.1,74.2,80.8,175.3,207.3,831.1,1380009.8,1380000
read,211.9,1446.7,45.3,74.5,81.2,179.2,213.0,2025.3,1389921.3,1390000
read,199.7,1333.4,45.3,74.8,81.6,179.9,212.8,1117.0,1399927.4,1400000
read,216.1,1380.9,45.3,75.5,82.3,183.8,219.6,2667.0,1409982.4,1410000
read,204.9,1343.4,45.3,75.1,82.1,185.4,221.1,1318.3,1419967.8,1420000
read,205.7,1267.1,37.4,76.1,83.2,186.4,223.2,1162.5,1429795.2,1430000
read,227.9,1478.8,45.3,76.3,83.5,190.6,229.9,3113.2,1439878.2,1440000
read,217.3,1436.6,45.3,76.6,83.9,194.4,233.6,1887.1,1449756.8,1450000
read,212.2,1408.7,45.3,77.3,84.8,192.9,230.9,1744.5,1459935.6,1460000
read,224.8,1586.5,45.3,77.4,85.0,197.1,237.3,2379.7,1469987.4,1470000
read,226.2,1566.6,41.1,78.2,85.8,202.2,244.9,1965.6,1480020.2,1480000
read,241.5,1655.7,45.3,79.3,86.8,202.4,245.1,3439.4,1489968.3,1490000
read,225.4,1558.5,45.3,80.1,87.4,205.1,247.1,1917.5,1500130.1,1500000
read,230.2,1490.8,45.3,80.2,87.7,208.9,253.7,2631.6,1509970.3,1510000
read,246.1,1586.8,41.1,80.5,88.5,213.5,261.7,3621.4,1519749.0,1520000
read,235.6,1548.1,45.3,81.2,89.6,216.7,262.7,2532.9,1529844.0,1530000
read,238.4,1587.7,45.3,81.4,90.0,222.3,270.7,2599.3,1540108.4,1540000
read,250.8,1656.5,45.3,82.7,91.4,224.6,272.1,3406.2,1550173.3,1550000
read,254.5,1749.2,45.3,82.5,91.7,227.4,276.1,2998.5,1560139.8,1560000
read,246.3,1812.5,49.8,82.6,91.8,231.5,284.8,2672.1,1569821.6,1570000
read,257.7,1978.9,45.3,83.9,93.3,235.6,290.1,2729.1,1579980.0,1580000
read,258.4,2071.4,45.3,83.9,93.5,238.0,289.6,2734.9,1589909.4,1590000
read,255.0,2009.9,45.3,85.0,94.8,243.3,298.1,2748.2,1600070.0,1600000
read,262.0,1925.5,45.3,86.0,96.0,244.0,297.9,3114.5,1610047.8,1610000
read,265.7,2046.3,45.3,86.2,96.7,249.7,305.9,2985.2,1620091.2,1620000
read,273.0,2110.5,45.3,87.2,97.4,254.5,312.3,3162.2,1630055.0,1630000
read,265.7,2055.9,45.3,88.0,98.5,256.6,312.9,3052.6,1639922.9,1640000
read,273.7,2167.6,45.3,88.7,99.0,264.0,327.1,3240.7,1650027.7,1650000
read,289.2,2241.1,45.3,88.9,99.7,273.4,341.3,3913.9,1659655.4,1660000
read,274.1,2245.6,41.1,89.6,100.3,270.3,332.8,2554.9,1670152.1,1670000
read,295.4,2296.4,49.8,91.1,102.2,277.4,343.2,3930.5,1680040.6,1680000
read,285.0,2262.7,41.1,91.6,102.8,283.4,348.1,3171.5,1689936.9,1690000
read,308.6,2400.4,45.3,92.2,103.8,288.1,357.2,3950.9,1700114.1,1700000
read,297.5,2380.1,49.8,93.8,105.4,292.3,358.1,3323.8,1710034.0,1710000
read,312.9,2435.7,49.8,93.7,105.8,301.1,373.5,4157.5,1720066.5,1720000
read,299.2,2405.7,45.3,94.7,106.7,301.2,371.0,3457.8,1730093.4,1730000
read,305.6,1769.1,45.3,96.0,108.1,313.0,387.8,3355.7,1739648.1,1740000
read,322.5,1826.8,49.8,96.3,108.3,317.5,394.7,3783.6,1749929.9,1750000
read,312.4,1834.6,49.8,98.1,110.0,319.7,394.6,3550.5,1759960.9,1760000
read,343.1,1943.8,45.3,99.1,111.5,333.5,419.2,4568.1,1769695.0,1770000
read,324.8,1774.1,49.8,99.3,111.9,335.7,412.8,3499.5,1780312.8,1780000
read,332.2,1806.9,49.8,101.0,114.1,342.5,423.4,3621.7,1790116.7,1790000
read,335.5,1883.8,49.8,101.1,114.3,349.9,437.9,3821.9,1800055.1,1800000
read,345.1,1926.3,45.3,101.4,115.2,362.4,453.6,3831.2,1810042.3,1810000
read,343.6,1858.8,45.3,103.8,117.7,360.5,446.9,4140.7,1820171.7,1820000
read,336.4,1691.9,49.8,104.5,118.3,366.3,459.1,3710.3,1829946.0,1830000
read,347.6,1802.5,49.8,105.4,119.3,377.5,466.2,3736.5,1839928.9,1840000
read,363.1,1988.6,49.8,107.5,121.4,382.3,470.8,4080.1,1849702.2,1850000
read,380.5,2026.4,49.8,107.9,122.3,395.0,490.4,4384.9,1860170.4,1860000
read,370.4,1955.1,49.8,107.8,122.2,411.0,518.9,3974.6,1870002.7,1870000
read,370.7,1838.4,49.8,109.7,124.7,409.2,513.7,3807.5,1879828.2,1880000
read,405.7,2073.5,49.8,110.8,126.2,423.0,527.4,4653.1,1890164.0,1890000
read,392.3,1928.5,54.8,110.9,126.8,437.7,541.5,4159.0,1899875.7,1900000
read,403.5,2047.3,49.8,113.3,129.6,437.2,543.6,4574.0,1909247.5,1910000
read,396.8,2022.8,49.8,113.7,130.2,445.0,552.8,4013.8,1920135.6,1920000
read,414.0,2039.4,49.8,114.6,131.4,464.0,577.0,4163.5,1929226.2,1930000
read,418.8,2162.4,49.8,116.9,133.6,464.8,579.1,4337.7,1939770.3,1940000
read,445.8,2212.9,45.3,117.2,134.6,487.3,618.8,5133.7,1949722.7,1950000
read,422.5,2004.7,49.8,117.2,134.6,493.4,625.7,4257.5,1959606.4,1960000
read,457.1,2186.7,49.8,120.8,139.6,500.1,623.0,4673.0,1969288.8,1970000
read,461.9,2142.0,49.8,121.5,140.6,516.8,647.0,5109.1,1979443.1,1980000
read,450.0,2061.5,49.8,125.7,144.9,525.1,656.8,4373.5,1989174.2,1990000
read,467.1,2069.5,49.8,125.3,145.2,539.5,673.9,4979.8,1998962.4,2000000
read,469.7,2180.3,54.8,124.8,145.2,545.9,680.7,4676.7,2009156.9,2010000
read,509.2,2351.9,49.8,129.5,148.9,570.2,730.8,5715.9,2018719.4,2020000
read,480.2,2193.4,49.8,129.4,150.1,575.6,709.8,4179.6,2028510.2,2030000
read,508.8,2351.7,49.8,130.8,152.2,599.5,754.2,5177.8,2038581.9,2040000
read,497.9,2193.2,49.8,134.7,155.7,587.8,737.8,4833.6,2046879.0,2050000
read,518.8,2388.9,49.8,134.5,156.7,612.8,758.2,4558.3,2057893.0,2060000
read,538.1,2350.6,49.8,135.9,158.1,643.1,802.2,4951.2,2067563.0,2070000
read,550.7,2323.9,54.8,137.0,160.3,655.5,821.5,5416.3,2077435.8,2080000
read,550.4,2429.0,49.8,140.1,162.9,657.5,825.7,4971.7,2087107.8,2090000
read,597.5,2579.3,54.8,142.2,166.0,682.8,852.1,6060.5,2097170.9,2100000
read,588.5,2526.2,54.8,141.1,164.9,720.3,912.3,5101.2,2106687.0,2110000
read,599.8,2355.1,45.3,152.7,178.7,703.4,885.0,5890.9,2116605.6,2120000
read,577.4,2270.7,60.2,152.3,178.2,714.5,886.5,4893.1,2126400.8,2130000
read,622.8,2393.7,54.8,157.3,183.5,754.1,950.1,5711.1,2136258.0,2140000
read,624.4,2493.6,54.8,163.5,191.1,758.1,941.6,5292.3,2145660.1,2150000
read,655.0,2552.8,60.2,160.0,188.1,786.5,991.8,5836.0,2155414.7,2160000
read,649.8,2594.0,49.8,153.6,183.1,829.8,1024.5,4851.1,2165233.5,2170000
read,695.7,2840.3,54.8,159.6,191.1,851.2,1060.2,6137.8,2175231.1,2180000
read,671.8,3008.0,54.8,168.1,197.4,823.1,1028.5,5576.8,2184670.2,2190000
read,728.0,2927.0,49.8,159.1,191.4,912.1,1144.3,6078.8,2194774.1,2200000
read,706.9,3108.9,54.8,165.8,198.5,866.1,1069.9,5597.6,2204748.5,2210000
read,737.2,3270.3,60.2,170.2,204.9,905.4,1125.8,6028.0,2214404.0,2220000
read,739.9,3283.7,49.8,170.1,205.0,932.8,1148.9,5671.5,2223921.1,2230000
read,764.7,3159.0,60.2,175.7,211.5,948.3,1189.1,6396.3,2233990.4,2240000
read,776.3,3273.9,54.8,174.1,213.4,982.8,1218.8,5910.2,2243183.4,2250000
read,808.7,3612.2,60.2,174.4,212.0,1033.9,1292.5,6466.4,2253001.2,2260000
read,803.7,3769.2,60.2,182.6,224.8,1009.2,1244.3,6021.0,2263292.5,2270000
read,834.4,4018.8,49.8,185.5,229.2,1030.8,1271.0,6655.7,2272737.9,2280000
read,848.3,4117.8,54.8,187.1,231.7,1078.0,1339.1,6352.7,2282341.2,2290000
read,863.7,4315.1,60.2,195.1,242.9,1077.2,1352.1,6935.6,2292424.1,2300000
read,861.8,4467.2,54.8,196.7,247.7,1094.2,1343.1,6164.3,2301956.2,2310000
read,926.3,3841.7,66.3,193.6,244.8,1155.5,1443.5,7025.0,2311687.7,2320000
read,944.5,4116.1,66.3,203.4,259.8,1172.6,1472.4,7492.7,2321503.7,2330000
read,934.2,3190.4,60.2,206.9,265.3,1170.8,1466.6,7093.1,2331198.3,2340000
read,963.5,3099.3,66.3,204.7,263.4,1231.3,1515.0,6746.8,2340394.3,2350000
read,983.8,3198.2,60.2,218.5,282.4,1252.1,1567.5,7223.2,2351010.8,2360000
read,1003.7,3088.0,66.3,222.4,288.1,1234.2,1532.6,7677.4,2360584.9,2370000
read,1022.7,3066.4,60.2,220.0,287.3,1307.0,1641.9,7315.3,2370082.4,2380000
read,1026.0,3330.3,60.2,229.8,299.2,1303.1,1635.7,7598.1,2380001.2,2390000
read,1068.9,3355.6,54.8,230.4,302.2,1343.6,1699.4,8263.4,2389799.4,2400000
read,1068.1,3383.4,60.2,232.4,305.9,1372.9,1688.8,7382.6,2399445.6,2410000
read,1100.1,3585.1,54.8,250.4,328.8,1379.1,1751.7,8255.9,2409467.2,2420000
read,1138.3,3797.8,66.3,250.9,334.2,1439.4,1794.2,8186.1,2419564.7,2430000
read,1168.0,4051.1,60.2,246.1,332.1,1492.1,1858.8,8558.1,2428696.1,2440000
read,1151.4,4116.7,60.2,267.8,357.1,1471.5,1837.5,8025.9,2438582.5,2450000
read,1205.4,4341.5,60.2,266.6,354.2,1534.3,1934.6,9184.7,2448692.9,2460000
read,1214.2,4578.4,72.9,258.4,344.8,1582.7,1966.5,8390.6,2458533.3,2470000
read,1253.1,4866.9,54.8,294.7,388.2,1586.8,2017.2,9279.4,2467868.3,2480000
read,1232.5,5130.3,54.8,284.3,377.6,1591.8,1983.4,8430.2,2477358.9,2490000
read,1295.7,5354.5,60.2,280.1,377.0,1664.4,2062.8,9618.0,2487486.3,2500000
read,1304.8,5652.6,60.2,318.7,418.9,1667.9,2068.8,9276.7,2497032.3,2510000
read,1331.3,5909.6,66.3,340.1,444.4,1681.4,2101.4,9884.1,2506938.6,2520000
read,1361.1,5696.0,72.9,310.2,409.3,1767.7,2182.1,10244.1,2516735.9,2530000
read,1384.4,4415.3,72.9,329.5,437.7,1773.9,2214.8,10357.1,2526504.4,2540000
read,1253.4,4261.6,66.3,274.2,361.7,1667.8,2131.3,9346.5,2535808.8,2550000
read,1393.0,4617.9,72.9,325.2,428.3,1794.5,2220.2,10394.6,2545752.3,2560000
read,1389.8,4515.1,54.8,364.6,472.6,1777.3,2199.5,9723.6,2555674.2,2570000
read,1451.4,4665.0,97.0,354.1,458.8,1887.0,2358.4,11673.9,2565369.6,2580000
read,1470.2,4944.3,54.8,364.0,475.5,1882.4,2308.1,11047.1,2574998.0,2590000
read,1507.3,5172.0,80.2,382.3,497.2,1934.5,2384.1,12401.2,2584696.3,2600000
read,1515.1,5120.9,54.8,378.9,496.0,1951.2,2375.2,11772.0,2595019.8,2610000
read,1570.6,5422.1,80.2,371.4,492.6,2017.0,2462.5,12825.7,2604272.1,2620000
read,1534.1,5445.8,66.3,416.9,535.6,1970.1,2402.4,11585.9,2614227.6,2630000
read,1558.4,5205.7,45.3,378.0,496.4,2043.6,2524.2,12705.9,2623705.3,2640000
read,1665.7,5555.2,54.8,415.8,537.5,2158.7,2614.0,16848.3,2633526.4,2650000
read,1660.2,5583.1,60.2,460.5,587.8,2130.9,2628.4,15408.2,2643682.1,2660000
read,1680.1,5944.7,88.2,448.8,575.3,2148.9,2603.7,17155.7,2653535.3,2670000
read,1746.0,5977.9,72.9,417.0,549.2,2265.2,2739.1,19842.0,2662802.1,2680000
read,1735.9,6162.7,66.3,481.0,616.7,2221.7,2673.8,18267.4,2673190.1,2690000
read,1790.8,6282.6,97.0,500.9,636.1,2286.0,2725.9,18643.6,2682419.9,2700000
read,1827.2,6485.6,88.2,472.1,608.3,2327.3,2782.3,22265.9,2692173.8,2710000
read,1826.9,6685.3,72.9,530.2,670.5,2316.4,2773.3,18812.8,2702328.8,2720000
read,1872.1,7010.8,106.7,535.8,676.1,2344.9,2799.8,23313.8,2711889.4,2730000
read,1929.6,7055.6,88.2,505.5,656.5,2439.9,2892.9,23004.4,2720865.3,2740000
read,1957.0,7255.7,60.2,549.1,697.7,2458.1,2908.7,24476.6,2731661.4,2750000
read,2079.7,7381.6,80.2,564.7,715.0,2600.9,3031.9,26810.6,2741258.1,2760000
read,2031.5,7434.3,54.8,549.2,699.8,2530.9,2959.0,26117.4,2750597.1,2770000
read,1994.6,7830.8,80.2,549.4,703.3,2503.6,2960.5,24260.7,2760693.9,2780000
read,1975.5,8011.3,60.2,524.0,680.6,2530.5,2968.1,21100.6,2770162.0,2790000
read,2351.9,8105.4,80.2,605.3,785.4,2940.7,3447.4,34287.6,2780069.1,2800000
read,2265.2,8602.0,88.2,631.9,798.6,2795.3,3219.2,31430.2,2789513.2,2810000
read,2205.3,8609.7,54.8,655.3,817.0,2710.5,3193.2,29440.8,2799476.2,2820000
read,2466.7,9010.9,66.3,605.9,774.2,3125.9,3575.6,35052.7,2808829.2,2830000
read,2274.8,9132.3,60.2,655.6,831.7,2717.1,3170.7,31700.2,2818951.7,2840000
read,2391.6,9569.5,49.8,601.3,783.6,2933.8,3397.3,33424.4,2828677.1,2850000
read,2589.7,9951.1,49.8,644.5,829.3,3166.1,3658.5,36161.5,2838721.1,2860000
read,2665.3,10234.3,88.2,734.6,922.4,3186.4,3602.2,36161.5,2848159.4,2870000
read,2448.1,10450.7,49.8,616.4,823.9,2929.2,3331.2,33763.1,2857930.4,2880000
read,2735.2,10808.4,129.1,727.3,919.0,3243.5,3623.8,36319.9,2867618.0,2890000
read,2856.4,11186.0,72.9,842.0,1071.0,3387.3,3855.1,36797.4,2877487.9,2900000
read,2820.1,11656.7,66.3,811.3,1037.4,3388.0,3837.1,36482.2,2887155.8,2910000
read,2624.4,11837.2,49.8,659.4,865.0,3161.8,3574.5,35774.5,2896906.3,2920000
read,2659.5,9005.7,49.8,747.7,958.8,3170.3,3578.5,36047.6,2906659.3,2930000
read,2874.6,9415.0,80.2,860.9,1081.1,3456.4,3896.7,36671.0,2916406.6,2940000
read,2944.2,9741.7,72.9,782.4,999.3,3573.9,3964.3,37282.7,2925992.1,2950000
read,2880.5,10110.4,72.9,842.7,1051.8,3341.1,3773.6,37262.7,2935995.6,2960000
read,2822.8,10512.9,80.2,852.4,1075.0,3288.9,3708.4,36376.8,2945807.0,2970000
read,2873.8,10961.8,60.2,834.6,1059.0,3374.2,3793.2,36758.5,2955313.3,2980000
read,3048.9,9500.8,72.9,997.3,1255.3,3572.0,3949.6,37228.5,2965194.9,2990000
read,3002.9,9940.4,80.2,965.6,1193.7,3499.6,3909.2,37122.6,2975106.2,3000000
read,3051.0,10258.2,106.7,915.7,1137.9,3609.0,3962.6,37015.6,2984225.6,3010000
read,3066.0,10701.2,54.8,997.3,1259.8,3587.1,3959.0,37395.9,2994058.8,3020000
read,3059.3,10908.8,49.8,950.1,1195.4,3617.3,3973.1,37218.5,3003843.7,3030000
read,3183.8,11331.6,97.0,997.7,1247.3,3740.8,4095.7,37580.9,3013817.3,3040000
read,3182.9,11496.7,88.2,1091.5,1356.6,3690.9,4019.6,37539.0,3023316.7,3050000
read,3180.0,11717.1,72.9,1106.8,1355.8,3713.0,4071.7,37289.9,3033269.5,3060000
