#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,97.0,519.3,41.1,61.8,66.8,108.0,115.7,134.0,9937.3,10000
read,88.9,435.3,41.1,58.1,61.9,103.0,110.0,128.3,19963.0,20000
read,92.0,610.7,41.1,57.6,61.1,103.4,111.0,131.5,30006.1,30000
read,88.3,592.7,37.4,56.7,59.7,100.9,106.7,126.9,39994.0,40000
read,85.8,526.0,37.4,56.5,59.3,100.4,106.7,126.8,49913.9,50000
read,85.5,559.6,41.1,56.3,58.8,98.2,105.5,124.6,59976.0,60000
read,82.9,580.3,41.1,55.7,57.8,97.2,105.3,124.9,70047.9,70000
read,84.3,571.1,41.1,55.6,57.7,96.5,104.7,123.6,79947.9,80000
read,82.9,549.8,41.1,55.6,57.6,96.1,104.4,123.6,90032.2,90000
read,84.8,630.9,41.1,55.4,57.2,95.4,104.0,123.0,100052.6,100000
read,82.8,590.7,41.1,55.2,56.9,94.8,103.3,122.9,110043.0,110000
read,79.1,519.3,37.4,55.2,56.9,94.5,102.9,121.8,119967.9,120000
read,80.8,638.3,41.1,55.1,56.6,93.4,101.9,121.5,130022.0,130000
read,76.2,517.8,37.4,55.0,56.4,93.0,101.9,121.4,139929.6,140000
read,80.0,619.1,37.4,54.9,56.3,92.3,100.9,120.2,149979.3,150000
read,78.5,523.9,41.1,55.1,56.6,92.2,100.1,119.6,160054.8,160000
read,80.1,626.4,41.1,54.9,56.4,91.5,99.8,120.1,169959.5,170000
read,79.7,562.5,37.4,55.0,56.5,90.6,98.8,119.3,180053.9,180000
read,78.7,629.4,37.4,54.9,56.3,89.9,98.4,118.8,190001.5,190000
read,77.3,606.8,37.4,54.8,56.0,87.9,96.9,117.2,200110.9,200000
read,78.2,646.1,41.1,54.9,56.1,87.9,96.2,116.5,209996.1,210000
read,77.6,575.7,37.4,54.9,56.3,89.1,96.4,116.7,219980.1,220000
read,76.3,560.7,41.1,54.9,56.2,87.3,95.4,115.8,229963.3,230000
read,75.9,495.1,37.4,54.9,56.2,87.5,95.1,115.4,240070.1,240000
