#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,39244.3,32772.2,11388.9,24444.8,25466.5,57450.9,63723.8,73452.8,132339.0,384000
read,39566.1,29953.8,8556.7,24558.4,25647.7,57358.2,63405.8,71519.9,132105.2,390000
read,39872.1,32116.6,20176.2,24638.5,25777.8,58236.6,64255.1,72484.8,132559.3,396000
read,39675.7,32839.0,2726.4,24690.7,25736.3,57796.7,63969.3,74341.0,131556.0,402000
read,39538.0,28745.1,20176.2,24564.0,25628.1,56857.5,63602.7,70444.0,132416.7,408000
read,39434.9,35282.7,20176.2,24721.7,25735.8,57386.8,63459.6,72595.1,132316.2,414000
read,39696.0,36204.7,7071.6,24503.2,25530.0,58192.7,64368.6,74161.7,131738.0,420000
read,39446.8,38385.3,189.1,24691.0,25795.3,57003.0,62920.6,71119.2,132405.8,426000
read,39977.5,28785334907675477084898072757683794416997139059646744847908565800078056912075171883040191662213332949369094144.0,18342.0,24701.5,25760.1,58244.1,64619.0,73181.2,132456.4,432000
read,39838.5,28625548300583582996415961948442290282478258024202964229817004409698609547009087907336010934422027186869370880.0,20176.2,24545.5,25703.1,58187.3,64433.9,73691.7,131615.3,438000
read,39795.0,29583.4,117.4,24690.3,25722.4,58482.6,64123.0,74340.0,132429.0,444000
read,39658.4,29523.4,20176.2,24723.3,25886.5,57682.2,63744.5,72895.9,131753.7,450000
read,39725.7,38680.1,106.7,24717.9,25735.4,58591.1,64254.9,72388.1,132235.4,456000
read,39449.3,29880.6,20176.2,24773.0,25841.9,57758.0,63544.3,71276.0,132407.7,462000
read,39419.0,29012.6,7778.8,24635.9,25653.3,57374.0,63859.8,74183.1,131715.7,468000
read,39644.4,29911.8,15158.7,24638.0,25708.3,57088.1,62750.7,70829.1,132354.2,474000
read,39385.0,27585.7,18342.0,24694.2,25799.3,57351.1,62985.0,70443.1,132483.9,480000
read,39890.2,27224.5,20176.2,24487.8,25579.6,58506.4,64835.2,74387.1,131495.4,486000
read,39524.3,562546961364789710671497543739744855955711188834455061774267873711385114471617789952.0,20176.2,24563.7,25638.5,58322.1,64302.6,72052.4,132390.1,492000
read,39840.4,131136273802885434094061099922763163223857251293029613496097929672118678899928140594756300825653571203150905344.0,8556.7,24750.0,25890.0,58266.0,63811.3,72577.3,132392.3,498000
read,39684.0,132222726428575026574584708509391839634501690993714507405874722110638759084887864965688273784117657191978106880.0,2726.4,24730.8,25807.5,58898.4,64419.4,72920.7,132271.8,504000
read,39378.1,29271.1,18342.0,24652.6,25719.6,56782.8,63165.6,71373.4,132534.7,510000
read,39970.3,27260.7,18342.0,24663.6,25745.7,58452.9,64585.9,73106.8,131740.1,516000
read,39525.5,27380.1,15158.7,24701.3,25715.8,58066.3,64271.4,72516.3,132336.7,522000
read,39891.9,31439.5,20176.2,24659.6,25792.5,58498.6,63974.8,72238.4,132204.1,528000
read,39222.4,22945.7,12527.8,24705.6,25750.1,56690.0,62344.5,71515.5,132562.9,534000
read,39521.8,8701856850675524635432452890473674390830254489917533534923172494346285108690944.0,20176.2,24581.0,25525.4,57721.7,63441.8,73507.0,132339.5,540000
read,39613.0,27552.9,20176.2,24832.3,25821.0,57789.9,63254.1,71828.0,131736.8,546000
read,39441.9,26226.6,2048.4,24518.2,25539.4,58360.7,64144.7,73612.6,132273.7,552000
read,39210.0,25582.0,20176.2,24619.1,25589.6,57415.5,63705.2,72258.0,132162.8,558000
read,39728.7,30094.3,97.0,24630.5,25732.7,58137.3,64474.3,73572.9,132267.1,564000
read,39581.5,26514.1,20176.2,24662.5,25717.9,57536.0,64030.0,72975.6,132324.0,570000
read,39667.5,29004.9,20176.2,24533.6,25556.6,57918.3,63461.1,74138.5,131959.5,576000
read,39256.3,26875.8,20176.2,24651.8,25684.9,56832.4,62992.3,69353.8,132621.6,582000
read,39912.4,31491.8,106.7,24532.6,25614.0,57723.7,64471.5,73890.1,131519.8,588000
read,39609.9,32189.9,66.3,24713.9,25730.2,57559.6,63318.3,71347.2,132225.8,594000
read,39681.6,34516.9,10353.6,24736.7,25807.6,57667.0,63324.1,72833.8,132170.9,600000
